epoch 0/800,training loss:0.689944,validation loss:0.689873
epoch 1/800,training loss:0.689673,validation loss:0.689733
epoch 2/800,training loss:0.689519,validation loss:0.689573
epoch 3/800,training loss:0.689349,validation loss:0.689381
epoch 4/800,training loss:0.689122,validation loss:0.689139
epoch 5/800,training loss:0.688845,validation loss:0.688826
epoch 6/800,training loss:0.688479,validation loss:0.688393
epoch 7/800,training loss:0.687964,validation loss:0.687784
epoch 8/800,training loss:0.687215,validation loss:0.686887
epoch 9/800,training loss:0.686097,validation loss:0.685503
epoch 10/800,training loss:0.684336,validation loss:0.683283
epoch 11/800,training loss:0.681468,validation loss:0.679633
epoch 12/800,training loss:0.676684,validation loss:0.673528
epoch 13/800,training loss:0.668953,validation loss:0.664108
epoch 14/800,training loss:0.658347,validation loss:0.652876
epoch 15/800,training loss:0.648043,validation loss:0.644119
epoch 16/800,training loss:0.641219,validation loss:0.639045
epoch 17/800,training loss:0.637305,validation loss:0.636102
epoch 18/800,training loss:0.634984,validation loss:0.634272
epoch 19/800,training loss:0.633525,validation loss:0.633100
epoch 20/800,training loss:0.632556,validation loss:0.632326
epoch 21/800,training loss:0.631906,validation loss:0.631798
epoch 22/800,training loss:0.631453,validation loss:0.631450
epoch 23/800,training loss:0.631138,validation loss:0.631198
epoch 24/800,training loss:0.630912,validation loss:0.630966
epoch 25/800,training loss:0.630674,validation loss:0.630813
epoch 26/800,training loss:0.630557,validation loss:0.630753
epoch 27/800,training loss:0.630439,validation loss:0.630591
epoch 28/800,training loss:0.630339,validation loss:0.630502
epoch 29/800,training loss:0.630223,validation loss:0.630437
epoch 30/800,training loss:0.630168,validation loss:0.630374
epoch 31/800,training loss:0.630122,validation loss:0.630303
epoch 32/800,training loss:0.630017,validation loss:0.630273
epoch 33/800,training loss:0.629924,validation loss:0.630218
epoch 34/800,training loss:0.629891,validation loss:0.630187
epoch 35/800,training loss:0.629833,validation loss:0.630105
epoch 36/800,training loss:0.629775,validation loss:0.630051
epoch 37/800,training loss:0.629670,validation loss:0.630004
epoch 38/800,training loss:0.629608,validation loss:0.629962
epoch 39/800,training loss:0.629585,validation loss:0.629923
epoch 40/800,training loss:0.629515,validation loss:0.629874
epoch 41/800,training loss:0.629495,validation loss:0.629834
epoch 42/800,training loss:0.629459,validation loss:0.629796
epoch 43/800,training loss:0.629367,validation loss:0.629754
epoch 44/800,training loss:0.629338,validation loss:0.629708
epoch 45/800,training loss:0.629262,validation loss:0.629694
epoch 46/800,training loss:0.629208,validation loss:0.629657
epoch 47/800,training loss:0.629061,validation loss:0.629588
epoch 48/800,training loss:0.629026,validation loss:0.629542
epoch 49/800,training loss:0.629022,validation loss:0.629487
epoch 50/800,training loss:0.628962,validation loss:0.629435
epoch 51/800,training loss:0.628886,validation loss:0.629395
epoch 52/800,training loss:0.628811,validation loss:0.629337
epoch 53/800,training loss:0.628732,validation loss:0.629296
epoch 54/800,training loss:0.628700,validation loss:0.629230
epoch 55/800,training loss:0.628636,validation loss:0.629179
epoch 56/800,training loss:0.628543,validation loss:0.629122
epoch 57/800,training loss:0.628472,validation loss:0.629067
epoch 58/800,training loss:0.628403,validation loss:0.629021
epoch 59/800,training loss:0.628310,validation loss:0.628950
epoch 60/800,training loss:0.628222,validation loss:0.628912
epoch 61/800,training loss:0.628140,validation loss:0.628834
epoch 62/800,training loss:0.628073,validation loss:0.628768
