epoch 0/600,training loss:0.692026,validation loss:0.690468
epoch 1/600,training loss:0.690091,validation loss:0.689975
epoch 2/600,training loss:0.689635,validation loss:0.689528
epoch 3/600,training loss:0.689186,validation loss:0.689162
epoch 4/600,training loss:0.688716,validation loss:0.688540
epoch 5/600,training loss:0.688130,validation loss:0.687838
epoch 6/600,training loss:0.687335,validation loss:0.687075
epoch 7/600,training loss:0.686382,validation loss:0.685911
epoch 8/600,training loss:0.684990,validation loss:0.684263
epoch 9/600,training loss:0.683163,validation loss:0.682104
epoch 10/600,training loss:0.680505,validation loss:0.679175
epoch 11/600,training loss:0.677154,validation loss:0.675434
epoch 12/600,training loss:0.673058,validation loss:0.670572
epoch 13/600,training loss:0.668585,validation loss:0.666473
epoch 14/600,training loss:0.664311,validation loss:0.662069
epoch 15/600,training loss:0.660889,validation loss:0.659088
epoch 16/600,training loss:0.657645,validation loss:0.656331
epoch 17/600,training loss:0.655284,validation loss:0.654676
epoch 18/600,training loss:0.653240,validation loss:0.652570
epoch 19/600,training loss:0.651510,validation loss:0.650838
epoch 20/600,training loss:0.650363,validation loss:0.649949
epoch 21/600,training loss:0.649088,validation loss:0.648753
epoch 22/600,training loss:0.648046,validation loss:0.647730
epoch 23/600,training loss:0.647070,validation loss:0.646996
epoch 24/600,training loss:0.646450,validation loss:0.646052
epoch 25/600,training loss:0.645527,validation loss:0.645010
epoch 26/600,training loss:0.645070,validation loss:0.644652
epoch 27/600,training loss:0.644265,validation loss:0.644301
epoch 28/600,training loss:0.643915,validation loss:0.643469
epoch 29/600,training loss:0.643466,validation loss:0.643621
epoch 30/600,training loss:0.643143,validation loss:0.642743
epoch 31/600,training loss:0.642375,validation loss:0.642553
epoch 32/600,training loss:0.642187,validation loss:0.642246
epoch 33/600,training loss:0.641724,validation loss:0.641691
epoch 34/600,training loss:0.641258,validation loss:0.641412
epoch 35/600,training loss:0.640823,validation loss:0.641090
epoch 36/600,training loss:0.640692,validation loss:0.640634
epoch 37/600,training loss:0.640313,validation loss:0.640382
epoch 38/600,training loss:0.640058,validation loss:0.640340
epoch 39/600,training loss:0.639823,validation loss:0.639901
epoch 40/600,training loss:0.639673,validation loss:0.639672
epoch 41/600,training loss:0.639429,validation loss:0.639318
epoch 42/600,training loss:0.639213,validation loss:0.639305
epoch 43/600,training loss:0.638815,validation loss:0.639167
epoch 44/600,training loss:0.638683,validation loss:0.638914
epoch 45/600,training loss:0.638736,validation loss:0.638706
epoch 46/600,training loss:0.638433,validation loss:0.638513
epoch 47/600,training loss:0.638222,validation loss:0.638407
epoch 48/600,training loss:0.638103,validation loss:0.638316
epoch 49/600,training loss:0.637891,validation loss:0.638176
epoch 50/600,training loss:0.637548,validation loss:0.638129
epoch 51/600,training loss:0.637637,validation loss:0.637730
epoch 52/600,training loss:0.637534,validation loss:0.637621
epoch 53/600,training loss:0.637448,validation loss:0.637679
epoch 54/600,training loss:0.637145,validation loss:0.637374
epoch 55/600,training loss:0.637103,validation loss:0.637347
epoch 56/600,training loss:0.636997,validation loss:0.637102
epoch 57/600,training loss:0.636765,validation loss:0.637201
epoch 58/600,training loss:0.636578,validation loss:0.637087
epoch 59/600,training loss:0.636561,validation loss:0.636934
epoch 60/600,training loss:0.636457,validation loss:0.636478
epoch 61/600,training loss:0.636281,validation loss:0.636796
epoch 62/600,training loss:0.636116,validation loss:0.636354
epoch 63/600,training loss:0.636165,validation loss:0.636521
epoch 64/600,training loss:0.635977,validation loss:0.636529
epoch 65/600,training loss:0.636039,validation loss:0.636034
epoch 66/600,training loss:0.635869,validation loss:0.636128
epoch 67/600,training loss:0.635475,validation loss:0.636259
epoch 68/600,training loss:0.635704,validation loss:0.636051
epoch 69/600,training loss:0.635506,validation loss:0.636279
epoch 70/600,training loss:0.635557,validation loss:0.635985
epoch 71/600,training loss:0.635467,validation loss:0.635812
epoch 72/600,training loss:0.635312,validation loss:0.635907
epoch 73/600,training loss:0.635242,validation loss:0.635639
epoch 74/600,training loss:0.635020,validation loss:0.635547
epoch 75/600,training loss:0.635245,validation loss:0.635370
epoch 76/600,training loss:0.635144,validation loss:0.635424
epoch 77/600,training loss:0.634915,validation loss:0.635321
epoch 78/600,training loss:0.635142,validation loss:0.635398
epoch 79/600,training loss:0.634776,validation loss:0.635313
epoch 80/600,training loss:0.634560,validation loss:0.635319
epoch 81/600,training loss:0.634731,validation loss:0.635240
epoch 82/600,training loss:0.634548,validation loss:0.635382
epoch 83/600,training loss:0.634488,validation loss:0.635194
epoch 84/600,training loss:0.634363,validation loss:0.635007
epoch 85/600,training loss:0.634272,validation loss:0.634728
epoch 86/600,training loss:0.634444,validation loss:0.634999
epoch 87/600,training loss:0.634106,validation loss:0.634552
epoch 88/600,training loss:0.634082,validation loss:0.634736
epoch 89/600,training loss:0.634030,validation loss:0.634620
epoch 90/600,training loss:0.634102,validation loss:0.634615
epoch 91/600,training loss:0.633933,validation loss:0.634427
epoch 92/600,training loss:0.633768,validation loss:0.634574
epoch 93/600,training loss:0.633951,validation loss:0.634586
epoch 94/600,training loss:0.633836,validation loss:0.634596
epoch 95/600,training loss:0.633754,validation loss:0.634484
epoch 96/600,training loss:0.633666,validation loss:0.634523
epoch 97/600,training loss:0.633565,validation loss:0.634181
epoch 98/600,training loss:0.633598,validation loss:0.634215
epoch 99/600,training loss:0.633366,validation loss:0.634176
epoch 100/600,training loss:0.633301,validation loss:0.634085
