epoch 0/800,training loss:0.690574,validation loss:0.689907
epoch 1/800,training loss:0.689751,validation loss:0.689833
epoch 2/800,training loss:0.689668,validation loss:0.689752
epoch 3/800,training loss:0.689583,validation loss:0.689661
epoch 4/800,training loss:0.689487,validation loss:0.689557
epoch 5/800,training loss:0.689375,validation loss:0.689429
epoch 6/800,training loss:0.689226,validation loss:0.689279
epoch 7/800,training loss:0.689076,validation loss:0.689083
epoch 8/800,training loss:0.688848,validation loss:0.688835
epoch 9/800,training loss:0.688567,validation loss:0.688508
epoch 10/800,training loss:0.688185,validation loss:0.688064
epoch 11/800,training loss:0.687658,validation loss:0.687425
epoch 12/800,training loss:0.686890,validation loss:0.686490
epoch 13/800,training loss:0.685729,validation loss:0.685050
epoch 14/800,training loss:0.683912,validation loss:0.682736
epoch 15/800,training loss:0.680910,validation loss:0.678876
epoch 16/800,training loss:0.675879,validation loss:0.672403
epoch 17/800,training loss:0.667761,validation loss:0.662579
epoch 18/800,training loss:0.656853,validation loss:0.651196
epoch 19/800,training loss:0.646542,validation loss:0.642546
epoch 20/800,training loss:0.639877,validation loss:0.637727
epoch 21/800,training loss:0.636232,validation loss:0.635062
epoch 22/800,training loss:0.634174,validation loss:0.633531
epoch 23/800,training loss:0.632946,validation loss:0.632587
epoch 24/800,training loss:0.632199,validation loss:0.631978
epoch 25/800,training loss:0.631639,validation loss:0.631622
epoch 26/800,training loss:0.631260,validation loss:0.631295
epoch 27/800,training loss:0.631003,validation loss:0.631089
epoch 28/800,training loss:0.630799,validation loss:0.630937
epoch 29/800,training loss:0.630664,validation loss:0.630805
epoch 30/800,training loss:0.630511,validation loss:0.630702
epoch 31/800,training loss:0.630418,validation loss:0.630673
epoch 32/800,training loss:0.630319,validation loss:0.630547
epoch 33/800,training loss:0.630229,validation loss:0.630481
epoch 34/800,training loss:0.630176,validation loss:0.630443
epoch 35/800,training loss:0.630108,validation loss:0.630374
epoch 36/800,training loss:0.630059,validation loss:0.630314
epoch 37/800,training loss:0.629988,validation loss:0.630312
epoch 38/800,training loss:0.629901,validation loss:0.630254
epoch 39/800,training loss:0.629839,validation loss:0.630165
epoch 40/800,training loss:0.629822,validation loss:0.630120
epoch 41/800,training loss:0.629736,validation loss:0.630074
epoch 42/800,training loss:0.629662,validation loss:0.630033
epoch 43/800,training loss:0.629635,validation loss:0.629988
epoch 44/800,training loss:0.629553,validation loss:0.629954
epoch 45/800,training loss:0.629542,validation loss:0.629913
epoch 46/800,training loss:0.629432,validation loss:0.629860
epoch 47/800,training loss:0.629375,validation loss:0.629817
epoch 48/800,training loss:0.629370,validation loss:0.629781
epoch 49/800,training loss:0.629288,validation loss:0.629739
epoch 50/800,training loss:0.629209,validation loss:0.629709
epoch 51/800,training loss:0.629144,validation loss:0.629670
epoch 52/800,training loss:0.629099,validation loss:0.629604
epoch 53/800,training loss:0.629023,validation loss:0.629560
epoch 54/800,training loss:0.629008,validation loss:0.629513
epoch 55/800,training loss:0.628951,validation loss:0.629467
epoch 56/800,training loss:0.628868,validation loss:0.629419
epoch 57/800,training loss:0.628780,validation loss:0.629402
epoch 58/800,training loss:0.628744,validation loss:0.629331
epoch 59/800,training loss:0.628682,validation loss:0.629277
epoch 60/800,training loss:0.628642,validation loss:0.629231
epoch 61/800,training loss:0.628544,validation loss:0.629187
epoch 62/800,training loss:0.628475,validation loss:0.629138
epoch 63/800,training loss:0.628410,validation loss:0.629069
epoch 64/800,training loss:0.628292,validation loss:0.629026
epoch 65/800,training loss:0.628290,validation loss:0.628951
epoch 66/800,training loss:0.628175,validation loss:0.628898
epoch 67/800,training loss:0.628079,validation loss:0.628838
epoch 68/800,training loss:0.627984,validation loss:0.628816
epoch 69/800,training loss:0.627946,validation loss:0.628717
epoch 70/800,training loss:0.627829,validation loss:0.628645
epoch 71/800,training loss:0.627781,validation loss:0.628584
epoch 72/800,training loss:0.627693,validation loss:0.628521
epoch 73/800,training loss:0.627570,validation loss:0.628462
epoch 74/800,training loss:0.627484,validation loss:0.628388
epoch 75/800,training loss:0.627391,validation loss:0.628307
epoch 76/800,training loss:0.627296,validation loss:0.628248
epoch 77/800,training loss:0.627207,validation loss:0.628164
epoch 78/800,training loss:0.627116,validation loss:0.628086
epoch 79/800,training loss:0.626969,validation loss:0.628028
epoch 80/800,training loss:0.626876,validation loss:0.627943
epoch 81/800,training loss:0.626755,validation loss:0.627861
epoch 82/800,training loss:0.626685,validation loss:0.627767
epoch 83/800,training loss:0.626541,validation loss:0.627683
epoch 84/800,training loss:0.626412,validation loss:0.627591
epoch 85/800,training loss:0.626318,validation loss:0.627516
epoch 86/800,training loss:0.626225,validation loss:0.627426
epoch 87/800,training loss:0.626075,validation loss:0.627327
epoch 88/800,training loss:0.625928,validation loss:0.627249
epoch 89/800,training loss:0.625816,validation loss:0.627167
epoch 90/800,training loss:0.625698,validation loss:0.627047
epoch 91/800,training loss:0.625590,validation loss:0.626948
epoch 92/800,training loss:0.625432,validation loss:0.626854
epoch 93/800,training loss:0.625276,validation loss:0.626751
epoch 94/800,training loss:0.625149,validation loss:0.626648
epoch 95/800,training loss:0.625033,validation loss:0.626541
epoch 96/800,training loss:0.624863,validation loss:0.626443
epoch 97/800,training loss:0.624703,validation loss:0.626334
epoch 98/800,training loss:0.624555,validation loss:0.626235
epoch 99/800,training loss:0.624394,validation loss:0.626268
epoch 100/800,training loss:0.624291,validation loss:0.626042
epoch 101/800,training loss:0.624078,validation loss:0.625908
epoch 102/800,training loss:0.623930,validation loss:0.625863
epoch 103/800,training loss:0.623806,validation loss:0.625725
epoch 104/800,training loss:0.623614,validation loss:0.625605
epoch 105/800,training loss:0.623437,validation loss:0.625468
epoch 106/800,training loss:0.623291,validation loss:0.625355
epoch 107/800,training loss:0.623153,validation loss:0.625236
epoch 108/800,training loss:0.623019,validation loss:0.625143
epoch 109/800,training loss:0.622840,validation loss:0.625028
epoch 110/800,training loss:0.622655,validation loss:0.624922
epoch 111/800,training loss:0.622526,validation loss:0.624816
epoch 112/800,training loss:0.622313,validation loss:0.624696
epoch 113/800,training loss:0.622160,validation loss:0.624630
epoch 114/800,training loss:0.621990,validation loss:0.624478
epoch 115/800,training loss:0.621852,validation loss:0.624440
epoch 116/800,training loss:0.621610,validation loss:0.624255
epoch 117/800,training loss:0.621502,validation loss:0.624139
epoch 118/800,training loss:0.621297,validation loss:0.624058
epoch 119/800,training loss:0.621152,validation loss:0.623929
epoch 120/800,training loss:0.620937,validation loss:0.623837
epoch 121/800,training loss:0.620791,validation loss:0.623766
epoch 122/800,training loss:0.620635,validation loss:0.623622
epoch 123/800,training loss:0.620464,validation loss:0.623532
epoch 124/800,training loss:0.620291,validation loss:0.623427
epoch 125/800,training loss:0.620111,validation loss:0.623343
epoch 126/800,training loss:0.619974,validation loss:0.623220
epoch 127/800,training loss:0.619776,validation loss:0.623117
epoch 128/800,training loss:0.619641,validation loss:0.623042
epoch 129/800,training loss:0.619476,validation loss:0.622943
epoch 130/800,training loss:0.619338,validation loss:0.622861
epoch 131/800,training loss:0.619152,validation loss:0.622784
epoch 132/800,training loss:0.619003,validation loss:0.622692
epoch 133/800,training loss:0.618826,validation loss:0.622605
epoch 134/800,training loss:0.618655,validation loss:0.622498
epoch 135/800,training loss:0.618537,validation loss:0.622410
epoch 136/800,training loss:0.618359,validation loss:0.622330
epoch 137/800,training loss:0.618216,validation loss:0.622234
epoch 138/800,training loss:0.618038,validation loss:0.622151
epoch 139/800,training loss:0.617880,validation loss:0.622075
epoch 140/800,training loss:0.617758,validation loss:0.622045
epoch 141/800,training loss:0.617610,validation loss:0.621915
epoch 142/800,training loss:0.617457,validation loss:0.621899
epoch 143/800,training loss:0.617317,validation loss:0.621778
epoch 144/800,training loss:0.617152,validation loss:0.621700
epoch 145/800,training loss:0.616970,validation loss:0.621619
epoch 146/800,training loss:0.616845,validation loss:0.621561
epoch 147/800,training loss:0.616707,validation loss:0.621495
epoch 148/800,training loss:0.616570,validation loss:0.621460
epoch 149/800,training loss:0.616444,validation loss:0.621354
epoch 150/800,training loss:0.616307,validation loss:0.621294
epoch 151/800,training loss:0.616185,validation loss:0.621372
epoch 152/800,training loss:0.616013,validation loss:0.621145
epoch 153/800,training loss:0.615864,validation loss:0.621091
epoch 154/800,training loss:0.615745,validation loss:0.621028
epoch 155/800,training loss:0.615596,validation loss:0.621031
epoch 156/800,training loss:0.615500,validation loss:0.620928
epoch 157/800,training loss:0.615325,validation loss:0.620872
epoch 158/800,training loss:0.615219,validation loss:0.620873
epoch 159/800,training loss:0.615078,validation loss:0.620740
epoch 160/800,training loss:0.614965,validation loss:0.620688
epoch 161/800,training loss:0.614822,validation loss:0.620656
epoch 162/800,training loss:0.614689,validation loss:0.620584
epoch 163/800,training loss:0.614599,validation loss:0.620547
epoch 164/800,training loss:0.614473,validation loss:0.620522
epoch 165/800,training loss:0.614332,validation loss:0.620507
epoch 166/800,training loss:0.614211,validation loss:0.620418
epoch 167/800,training loss:0.614094,validation loss:0.620378
epoch 168/800,training loss:0.613983,validation loss:0.620323
epoch 169/800,training loss:0.613837,validation loss:0.620311
epoch 170/800,training loss:0.613726,validation loss:0.620233
epoch 171/800,training loss:0.613598,validation loss:0.620212
epoch 172/800,training loss:0.613463,validation loss:0.620161
epoch 173/800,training loss:0.613389,validation loss:0.620156
epoch 174/800,training loss:0.613246,validation loss:0.620102
epoch 175/800,training loss:0.613202,validation loss:0.620068
epoch 176/800,training loss:0.613079,validation loss:0.620000
epoch 177/800,training loss:0.612951,validation loss:0.619947
epoch 178/800,training loss:0.612857,validation loss:0.619914
epoch 179/800,training loss:0.612706,validation loss:0.619880
epoch 180/800,training loss:0.612575,validation loss:0.619852
epoch 181/800,training loss:0.612482,validation loss:0.619807
epoch 182/800,training loss:0.612406,validation loss:0.619821
epoch 183/800,training loss:0.612282,validation loss:0.619790
epoch 184/800,training loss:0.612194,validation loss:0.619707
epoch 185/800,training loss:0.612085,validation loss:0.619692
epoch 186/800,training loss:0.612024,validation loss:0.619674
epoch 187/800,training loss:0.611876,validation loss:0.619641
epoch 188/800,training loss:0.611772,validation loss:0.619613
epoch 189/800,training loss:0.611689,validation loss:0.619576
epoch 190/800,training loss:0.611560,validation loss:0.619524
epoch 191/800,training loss:0.611480,validation loss:0.619510
epoch 192/800,training loss:0.611372,validation loss:0.619476
epoch 193/800,training loss:0.611245,validation loss:0.619506
epoch 194/800,training loss:0.611160,validation loss:0.619445
epoch 195/800,training loss:0.611100,validation loss:0.619407
epoch 196/800,training loss:0.610999,validation loss:0.619636
epoch 197/800,training loss:0.610896,validation loss:0.619375
epoch 198/800,training loss:0.610817,validation loss:0.619320
epoch 199/800,training loss:0.610693,validation loss:0.619395
epoch 200/800,training loss:0.610609,validation loss:0.619342
epoch 201/800,training loss:0.610500,validation loss:0.619319
epoch 202/800,training loss:0.610450,validation loss:0.619248
epoch 203/800,training loss:0.610327,validation loss:0.619259
epoch 204/800,training loss:0.610239,validation loss:0.619228
epoch 205/800,training loss:0.610147,validation loss:0.619349
epoch 206/800,training loss:0.610117,validation loss:0.619305
epoch 207/800,training loss:0.609969,validation loss:0.619258
epoch 208/800,training loss:0.609915,validation loss:0.619264
epoch 209/800,training loss:0.609794,validation loss:0.619203
epoch 210/800,training loss:0.609733,validation loss:0.619215
epoch 211/800,training loss:0.609605,validation loss:0.619152
epoch 212/800,training loss:0.609533,validation loss:0.619104
epoch 213/800,training loss:0.609482,validation loss:0.619117
epoch 214/800,training loss:0.609399,validation loss:0.619086
epoch 215/800,training loss:0.609275,validation loss:0.619092
epoch 216/800,training loss:0.609181,validation loss:0.619070
epoch 217/800,training loss:0.609109,validation loss:0.619064
epoch 218/800,training loss:0.609056,validation loss:0.619142
epoch 219/800,training loss:0.608988,validation loss:0.619123
epoch 220/800,training loss:0.608823,validation loss:0.619086
epoch 221/800,training loss:0.608799,validation loss:0.619029
epoch 222/800,training loss:0.608713,validation loss:0.619054
epoch 223/800,training loss:0.608641,validation loss:0.618966
epoch 224/800,training loss:0.608524,validation loss:0.619031
epoch 225/800,training loss:0.608519,validation loss:0.619043
epoch 226/800,training loss:0.608396,validation loss:0.619276
epoch 227/800,training loss:0.608378,validation loss:0.618965
