epoch 0/200,training loss:0.693681,validation loss:0.688992
epoch 1/200,training loss:0.687412,validation loss:0.686048
epoch 2/200,training loss:0.683894,validation loss:0.681784
epoch 3/200,training loss:0.678640,validation loss:0.675509
epoch 4/200,training loss:0.671384,validation loss:0.667389
epoch 5/200,training loss:0.662828,validation loss:0.658595
epoch 6/200,training loss:0.654341,validation loss:0.650606
epoch 7/200,training loss:0.647217,validation loss:0.644376
epoch 8/200,training loss:0.641972,validation loss:0.640011
epoch 9/200,training loss:0.638365,validation loss:0.637107
epoch 10/200,training loss:0.636057,validation loss:0.635188
epoch 11/200,training loss:0.634466,validation loss:0.633904
epoch 12/200,training loss:0.633380,validation loss:0.633008
epoch 13/200,training loss:0.632638,validation loss:0.632370
epoch 14/200,training loss:0.632124,validation loss:0.631910
epoch 15/200,training loss:0.631746,validation loss:0.631558
epoch 16/200,training loss:0.631432,validation loss:0.631313
epoch 17/200,training loss:0.631211,validation loss:0.631099
epoch 18/200,training loss:0.630997,validation loss:0.630952
epoch 19/200,training loss:0.630916,validation loss:0.630827
epoch 20/200,training loss:0.630797,validation loss:0.630733
epoch 21/200,training loss:0.630693,validation loss:0.630665
epoch 22/200,training loss:0.630621,validation loss:0.630603
epoch 23/200,training loss:0.630623,validation loss:0.630555
epoch 24/200,training loss:0.630519,validation loss:0.630515
epoch 25/200,training loss:0.630502,validation loss:0.630480
epoch 26/200,training loss:0.630464,validation loss:0.630454
epoch 27/200,training loss:0.630461,validation loss:0.630428
epoch 28/200,training loss:0.630414,validation loss:0.630416
epoch 29/200,training loss:0.630393,validation loss:0.630399
epoch 30/200,training loss:0.630399,validation loss:0.630386
epoch 31/200,training loss:0.630365,validation loss:0.630371
epoch 32/200,training loss:0.630396,validation loss:0.630364
epoch 33/200,training loss:0.630355,validation loss:0.630355
epoch 34/200,training loss:0.630350,validation loss:0.630362
epoch 35/200,training loss:0.630316,validation loss:0.630341
epoch 36/200,training loss:0.630344,validation loss:0.630336
epoch 37/200,training loss:0.630345,validation loss:0.630336
epoch 38/200,training loss:0.630311,validation loss:0.630324
epoch 39/200,training loss:0.630325,validation loss:0.630319
epoch 40/200,training loss:0.630306,validation loss:0.630321
epoch 41/200,training loss:0.630295,validation loss:0.630315
epoch 42/200,training loss:0.630322,validation loss:0.630317
epoch 43/200,training loss:0.630306,validation loss:0.630328
epoch 44/200,training loss:0.630266,validation loss:0.630304
epoch 45/200,training loss:0.630317,validation loss:0.630312
epoch 46/200,training loss:0.630287,validation loss:0.630302
epoch 47/200,training loss:0.630287,validation loss:0.630298
epoch 48/200,training loss:0.630255,validation loss:0.630298
epoch 49/200,training loss:0.630281,validation loss:0.630290
epoch 50/200,training loss:0.630255,validation loss:0.630295
epoch 51/200,training loss:0.630275,validation loss:0.630288
epoch 52/200,training loss:0.630280,validation loss:0.630301
epoch 53/200,training loss:0.630259,validation loss:0.630283
epoch 54/200,training loss:0.630263,validation loss:0.630282
epoch 55/200,training loss:0.630280,validation loss:0.630274
epoch 56/200,training loss:0.630238,validation loss:0.630278
epoch 57/200,training loss:0.630293,validation loss:0.630272
epoch 58/200,training loss:0.630275,validation loss:0.630270
epoch 59/200,training loss:0.630223,validation loss:0.630265
epoch 60/200,training loss:0.630248,validation loss:0.630266
epoch 61/200,training loss:0.630237,validation loss:0.630262
epoch 62/200,training loss:0.630234,validation loss:0.630263
epoch 63/200,training loss:0.630199,validation loss:0.630257
epoch 64/200,training loss:0.630216,validation loss:0.630260
epoch 65/200,training loss:0.630209,validation loss:0.630263
epoch 66/200,training loss:0.630218,validation loss:0.630246
epoch 67/200,training loss:0.630203,validation loss:0.630251
epoch 68/200,training loss:0.630212,validation loss:0.630253
epoch 69/200,training loss:0.630195,validation loss:0.630235
epoch 70/200,training loss:0.630189,validation loss:0.630236
epoch 71/200,training loss:0.630189,validation loss:0.630242
epoch 72/200,training loss:0.630223,validation loss:0.630219
epoch 73/200,training loss:0.630156,validation loss:0.630219
