epoch 0/200,training accuracy:0.524756,validation accuracy:0.540041
epoch 1/200,training accuracy:0.543416,validation accuracy:0.545344
epoch 2/200,training accuracy:0.550066,validation accuracy:0.554354
epoch 3/200,training accuracy:0.561068,validation accuracy:0.566857
epoch 4/200,training accuracy:0.574257,validation accuracy:0.580260
epoch 5/200,training accuracy:0.587040,validation accuracy:0.592996
epoch 6/200,training accuracy:0.597956,validation accuracy:0.602114
epoch 7/200,training accuracy:0.605523,validation accuracy:0.608049
epoch 8/200,training accuracy:0.610725,validation accuracy:0.613108
epoch 9/200,training accuracy:0.615098,validation accuracy:0.617516
epoch 10/200,training accuracy:0.618920,validation accuracy:0.619542
epoch 11/200,training accuracy:0.621881,validation accuracy:0.622788
epoch 12/200,training accuracy:0.624021,validation accuracy:0.625226
epoch 13/200,training accuracy:0.625822,validation accuracy:0.626636
epoch 14/200,training accuracy:0.627122,validation accuracy:0.627797
epoch 15/200,training accuracy:0.629100,validation accuracy:0.629033
epoch 16/200,training accuracy:0.629561,validation accuracy:0.630090
epoch 17/200,training accuracy:0.630841,validation accuracy:0.630987
epoch 18/200,training accuracy:0.631552,validation accuracy:0.631985
epoch 19/200,training accuracy:0.632384,validation accuracy:0.633371
epoch 20/200,training accuracy:0.632973,validation accuracy:0.633238
epoch 21/200,training accuracy:0.633859,validation accuracy:0.633390
epoch 22/200,training accuracy:0.634223,validation accuracy:0.634178
epoch 23/200,training accuracy:0.634652,validation accuracy:0.634610
epoch 24/200,training accuracy:0.635208,validation accuracy:0.635137
epoch 25/200,training accuracy:0.635062,validation accuracy:0.635550
epoch 26/200,training accuracy:0.635427,validation accuracy:0.635702
epoch 27/200,training accuracy:0.636044,validation accuracy:0.636016
epoch 28/200,training accuracy:0.636096,validation accuracy:0.636123
epoch 29/200,training accuracy:0.636939,validation accuracy:0.636864
epoch 30/200,training accuracy:0.637042,validation accuracy:0.636955
epoch 31/200,training accuracy:0.637488,validation accuracy:0.636621
epoch 32/200,training accuracy:0.637363,validation accuracy:0.637245
epoch 33/200,training accuracy:0.637890,validation accuracy:0.638016
epoch 34/200,training accuracy:0.638186,validation accuracy:0.637970
epoch 35/200,training accuracy:0.638428,validation accuracy:0.637908
epoch 36/200,training accuracy:0.638410,validation accuracy:0.638132
epoch 37/200,training accuracy:0.638570,validation accuracy:0.638101
epoch 38/200,training accuracy:0.638569,validation accuracy:0.638452
epoch 39/200,training accuracy:0.638182,validation accuracy:0.638719
epoch 40/200,training accuracy:0.638667,validation accuracy:0.638396
epoch 41/200,training accuracy:0.639057,validation accuracy:0.638804
epoch 42/200,training accuracy:0.639396,validation accuracy:0.638918
epoch 43/200,training accuracy:0.639439,validation accuracy:0.639016
epoch 44/200,training accuracy:0.639637,validation accuracy:0.639549
epoch 45/200,training accuracy:0.639480,validation accuracy:0.638919
epoch 46/200,training accuracy:0.639741,validation accuracy:0.638654
epoch 47/200,training accuracy:0.639956,validation accuracy:0.640081
epoch 48/200,training accuracy:0.639807,validation accuracy:0.639595
epoch 49/200,training accuracy:0.640371,validation accuracy:0.639668
epoch 50/200,training accuracy:0.640151,validation accuracy:0.639873
epoch 51/200,training accuracy:0.640314,validation accuracy:0.639971
epoch 52/200,training accuracy:0.640584,validation accuracy:0.640491
epoch 53/200,training accuracy:0.640314,validation accuracy:0.640357
epoch 54/200,training accuracy:0.640268,validation accuracy:0.640166
epoch 55/200,training accuracy:0.640769,validation accuracy:0.640363
epoch 56/200,training accuracy:0.640405,validation accuracy:0.640087
epoch 57/200,training accuracy:0.640726,validation accuracy:0.640687
epoch 58/200,training accuracy:0.640983,validation accuracy:0.640133
epoch 59/200,training accuracy:0.641067,validation accuracy:0.640600
epoch 60/200,training accuracy:0.641230,validation accuracy:0.640743
epoch 61/200,training accuracy:0.641179,validation accuracy:0.640920
epoch 62/200,training accuracy:0.641467,validation accuracy:0.640780
epoch 63/200,training accuracy:0.641121,validation accuracy:0.640776
epoch 64/200,training accuracy:0.641332,validation accuracy:0.641008
epoch 65/200,training accuracy:0.641384,validation accuracy:0.640816
epoch 66/200,training accuracy:0.641759,validation accuracy:0.641115
epoch 67/200,training accuracy:0.641711,validation accuracy:0.641106
epoch 68/200,training accuracy:0.641451,validation accuracy:0.641429
epoch 69/200,training accuracy:0.641303,validation accuracy:0.641146
epoch 70/200,training accuracy:0.641772,validation accuracy:0.641229
epoch 71/200,training accuracy:0.642054,validation accuracy:0.641303
epoch 72/200,training accuracy:0.641855,validation accuracy:0.640745
epoch 73/200,training accuracy:0.641769,validation accuracy:0.641152
epoch 74/200,training accuracy:0.641908,validation accuracy:0.641810
epoch 75/200,training accuracy:0.642040,validation accuracy:0.641843
epoch 76/200,training accuracy:0.642134,validation accuracy:0.641073
epoch 77/200,training accuracy:0.642337,validation accuracy:0.641457
epoch 78/200,training accuracy:0.642191,validation accuracy:0.641522
epoch 79/200,training accuracy:0.642399,validation accuracy:0.641736
epoch 80/200,training accuracy:0.642610,validation accuracy:0.641848
epoch 81/200,training accuracy:0.642393,validation accuracy:0.641800
epoch 82/200,training accuracy:0.642471,validation accuracy:0.641713
epoch 83/200,training accuracy:0.642798,validation accuracy:0.642014
epoch 84/200,training accuracy:0.642399,validation accuracy:0.642004
epoch 85/200,training accuracy:0.642579,validation accuracy:0.642483
epoch 86/200,training accuracy:0.642820,validation accuracy:0.641383
epoch 87/200,training accuracy:0.642793,validation accuracy:0.642444
epoch 88/200,training accuracy:0.643018,validation accuracy:0.641587
epoch 89/200,training accuracy:0.642723,validation accuracy:0.642236
epoch 90/200,training accuracy:0.642792,validation accuracy:0.642250
epoch 91/200,training accuracy:0.643186,validation accuracy:0.642260
epoch 92/200,training accuracy:0.642940,validation accuracy:0.642326
epoch 93/200,training accuracy:0.642534,validation accuracy:0.642262
epoch 94/200,training accuracy:0.643188,validation accuracy:0.642412
epoch 95/200,training accuracy:0.643136,validation accuracy:0.642356
epoch 96/200,training accuracy:0.643119,validation accuracy:0.642274
epoch 97/200,training accuracy:0.643312,validation accuracy:0.642093
epoch 98/200,training accuracy:0.643059,validation accuracy:0.642582
epoch 99/200,training accuracy:0.643126,validation accuracy:0.642327
epoch 100/200,training accuracy:0.643259,validation accuracy:0.642205
epoch 101/200,training accuracy:0.643378,validation accuracy:0.642549
epoch 102/200,training accuracy:0.643677,validation accuracy:0.642518
epoch 103/200,training accuracy:0.643592,validation accuracy:0.642432
epoch 104/200,training accuracy:0.643117,validation accuracy:0.642582
epoch 105/200,training accuracy:0.643672,validation accuracy:0.642329
epoch 106/200,training accuracy:0.643903,validation accuracy:0.643106
epoch 107/200,training accuracy:0.643508,validation accuracy:0.643302
epoch 108/200,training accuracy:0.643474,validation accuracy:0.642476
epoch 109/200,training accuracy:0.644058,validation accuracy:0.642834
epoch 110/200,training accuracy:0.643767,validation accuracy:0.642904
epoch 111/200,training accuracy:0.644087,validation accuracy:0.643078
epoch 112/200,training accuracy:0.643585,validation accuracy:0.643125
epoch 113/200,training accuracy:0.643764,validation accuracy:0.643095
epoch 114/200,training accuracy:0.643877,validation accuracy:0.643004
epoch 115/200,training accuracy:0.643969,validation accuracy:0.643185
epoch 116/200,training accuracy:0.643907,validation accuracy:0.642775
epoch 117/200,training accuracy:0.643419,validation accuracy:0.643070
epoch 118/200,training accuracy:0.643928,validation accuracy:0.643043
epoch 119/200,training accuracy:0.643727,validation accuracy:0.643343
epoch 120/200,training accuracy:0.644235,validation accuracy:0.642428
epoch 121/200,training accuracy:0.643992,validation accuracy:0.643177
epoch 122/200,training accuracy:0.644308,validation accuracy:0.643110
epoch 123/200,training accuracy:0.644327,validation accuracy:0.642887
epoch 124/200,training accuracy:0.644162,validation accuracy:0.643264
epoch 125/200,training accuracy:0.644332,validation accuracy:0.643402
epoch 126/200,training accuracy:0.644026,validation accuracy:0.643637
epoch 127/200,training accuracy:0.644358,validation accuracy:0.643156
epoch 128/200,training accuracy:0.644466,validation accuracy:0.643217
epoch 129/200,training accuracy:0.645019,validation accuracy:0.643728
epoch 130/200,training accuracy:0.644059,validation accuracy:0.643396
epoch 131/200,training accuracy:0.644321,validation accuracy:0.643328
epoch 132/200,training accuracy:0.644979,validation accuracy:0.643391
epoch 133/200,training accuracy:0.644670,validation accuracy:0.643609
epoch 134/200,training accuracy:0.644431,validation accuracy:0.643824
epoch 135/200,training accuracy:0.644689,validation accuracy:0.643959
epoch 136/200,training accuracy:0.644882,validation accuracy:0.643636
epoch 137/200,training accuracy:0.644798,validation accuracy:0.643568
epoch 138/200,training accuracy:0.645062,validation accuracy:0.643959
epoch 139/200,training accuracy:0.644837,validation accuracy:0.643564
epoch 140/200,training accuracy:0.644910,validation accuracy:0.643865
epoch 141/200,training accuracy:0.644808,validation accuracy:0.643975
epoch 142/200,training accuracy:0.645000,validation accuracy:0.643618
epoch 143/200,training accuracy:0.645158,validation accuracy:0.643983
epoch 144/200,training accuracy:0.645000,validation accuracy:0.643868
