epoch 0/200,training accuracy:0.540243,validation accuracy:0.539900
epoch 1/200,training accuracy:0.541899,validation accuracy:0.544065
epoch 2/200,training accuracy:0.551748,validation accuracy:0.558517
epoch 3/200,training accuracy:0.572651,validation accuracy:0.586792
epoch 4/200,training accuracy:0.597699,validation accuracy:0.607362
epoch 5/200,training accuracy:0.614887,validation accuracy:0.620991
epoch 6/200,training accuracy:0.624732,validation accuracy:0.628114
epoch 7/200,training accuracy:0.630302,validation accuracy:0.632434
epoch 8/200,training accuracy:0.633796,validation accuracy:0.635470
epoch 9/200,training accuracy:0.636219,validation accuracy:0.637780
epoch 10/200,training accuracy:0.637980,validation accuracy:0.639199
epoch 11/200,training accuracy:0.639187,validation accuracy:0.639981
epoch 12/200,training accuracy:0.640229,validation accuracy:0.640841
epoch 13/200,training accuracy:0.641122,validation accuracy:0.641741
epoch 14/200,training accuracy:0.641627,validation accuracy:0.642271
epoch 15/200,training accuracy:0.642323,validation accuracy:0.642554
epoch 16/200,training accuracy:0.642588,validation accuracy:0.642683
epoch 17/200,training accuracy:0.642831,validation accuracy:0.642947
epoch 18/200,training accuracy:0.642929,validation accuracy:0.643004
epoch 19/200,training accuracy:0.643121,validation accuracy:0.643158
epoch 20/200,training accuracy:0.643325,validation accuracy:0.643254
epoch 21/200,training accuracy:0.643575,validation accuracy:0.643312
epoch 22/200,training accuracy:0.643621,validation accuracy:0.643530
epoch 23/200,training accuracy:0.643729,validation accuracy:0.643539
epoch 24/200,training accuracy:0.643794,validation accuracy:0.643483
epoch 25/200,training accuracy:0.643892,validation accuracy:0.643627
epoch 26/200,training accuracy:0.643860,validation accuracy:0.643647
epoch 27/200,training accuracy:0.643927,validation accuracy:0.643698
epoch 28/200,training accuracy:0.644024,validation accuracy:0.643819
epoch 29/200,training accuracy:0.644049,validation accuracy:0.643846
epoch 30/200,training accuracy:0.643963,validation accuracy:0.643770
epoch 31/200,training accuracy:0.644030,validation accuracy:0.643847
epoch 32/200,training accuracy:0.644247,validation accuracy:0.643847
epoch 33/200,training accuracy:0.644189,validation accuracy:0.643798
epoch 34/200,training accuracy:0.644161,validation accuracy:0.643787
epoch 35/200,training accuracy:0.644257,validation accuracy:0.643802
epoch 36/200,training accuracy:0.644274,validation accuracy:0.643902
epoch 37/200,training accuracy:0.644239,validation accuracy:0.643820
epoch 38/200,training accuracy:0.644311,validation accuracy:0.643980
epoch 39/200,training accuracy:0.644292,validation accuracy:0.643916
epoch 40/200,training accuracy:0.644326,validation accuracy:0.644020
epoch 41/200,training accuracy:0.644394,validation accuracy:0.644068
epoch 42/200,training accuracy:0.644398,validation accuracy:0.643885
epoch 43/200,training accuracy:0.644474,validation accuracy:0.643975
epoch 44/200,training accuracy:0.644444,validation accuracy:0.644044
epoch 45/200,training accuracy:0.644427,validation accuracy:0.644085
epoch 46/200,training accuracy:0.644517,validation accuracy:0.644134
epoch 47/200,training accuracy:0.644521,validation accuracy:0.644091
epoch 48/200,training accuracy:0.644537,validation accuracy:0.644116
epoch 49/200,training accuracy:0.644499,validation accuracy:0.644212
epoch 50/200,training accuracy:0.644606,validation accuracy:0.644245
epoch 51/200,training accuracy:0.644613,validation accuracy:0.644145
epoch 52/200,training accuracy:0.644644,validation accuracy:0.644197
epoch 53/200,training accuracy:0.644657,validation accuracy:0.644236
epoch 54/200,training accuracy:0.644707,validation accuracy:0.644125
epoch 55/200,training accuracy:0.644685,validation accuracy:0.644279
epoch 56/200,training accuracy:0.644764,validation accuracy:0.644198
epoch 57/200,training accuracy:0.644742,validation accuracy:0.644300
epoch 58/200,training accuracy:0.644888,validation accuracy:0.644251
epoch 59/200,training accuracy:0.644839,validation accuracy:0.644324
epoch 60/200,training accuracy:0.644740,validation accuracy:0.644454
epoch 61/200,training accuracy:0.644771,validation accuracy:0.644411
epoch 62/200,training accuracy:0.644833,validation accuracy:0.644332
epoch 63/200,training accuracy:0.644887,validation accuracy:0.644458
epoch 64/200,training accuracy:0.644931,validation accuracy:0.644470
epoch 65/200,training accuracy:0.644950,validation accuracy:0.644381
epoch 66/200,training accuracy:0.645004,validation accuracy:0.644437
epoch 67/200,training accuracy:0.645083,validation accuracy:0.644481
epoch 68/200,training accuracy:0.645078,validation accuracy:0.644520
epoch 69/200,training accuracy:0.645075,validation accuracy:0.644502
epoch 70/200,training accuracy:0.644990,validation accuracy:0.644550
epoch 71/200,training accuracy:0.645177,validation accuracy:0.644592
epoch 72/200,training accuracy:0.645081,validation accuracy:0.644606
epoch 73/200,training accuracy:0.645224,validation accuracy:0.644639
epoch 74/200,training accuracy:0.645207,validation accuracy:0.644652
epoch 75/200,training accuracy:0.645175,validation accuracy:0.644670
epoch 76/200,training accuracy:0.645312,validation accuracy:0.644752
epoch 77/200,training accuracy:0.645270,validation accuracy:0.644838
epoch 78/200,training accuracy:0.645371,validation accuracy:0.644828
epoch 79/200,training accuracy:0.645407,validation accuracy:0.644791
epoch 80/200,training accuracy:0.645448,validation accuracy:0.644912
epoch 81/200,training accuracy:0.645488,validation accuracy:0.644969
epoch 82/200,training accuracy:0.645399,validation accuracy:0.644986
epoch 83/200,training accuracy:0.645507,validation accuracy:0.644985
epoch 84/200,training accuracy:0.645523,validation accuracy:0.645024
epoch 85/200,training accuracy:0.645564,validation accuracy:0.645058
epoch 86/200,training accuracy:0.645712,validation accuracy:0.645120
epoch 87/200,training accuracy:0.645737,validation accuracy:0.645137
epoch 88/200,training accuracy:0.645783,validation accuracy:0.645119
epoch 89/200,training accuracy:0.645748,validation accuracy:0.645178
epoch 90/200,training accuracy:0.645755,validation accuracy:0.645210
epoch 91/200,training accuracy:0.645865,validation accuracy:0.645231
epoch 92/200,training accuracy:0.645848,validation accuracy:0.645232
epoch 93/200,training accuracy:0.645865,validation accuracy:0.645235
epoch 94/200,training accuracy:0.645996,validation accuracy:0.645311
epoch 95/200,training accuracy:0.645975,validation accuracy:0.645345
epoch 96/200,training accuracy:0.646049,validation accuracy:0.645366
epoch 97/200,training accuracy:0.646103,validation accuracy:0.645411
epoch 98/200,training accuracy:0.646164,validation accuracy:0.645503
epoch 99/200,training accuracy:0.646215,validation accuracy:0.645496
epoch 100/200,training accuracy:0.646309,validation accuracy:0.645566
