epoch 0/600,training loss:0.718574,validation loss:0.696553
epoch 1/600,training loss:0.694021,validation loss:0.693118
epoch 2/600,training loss:0.692926,validation loss:0.692906
epoch 3/600,training loss:0.692466,validation loss:0.692446
epoch 4/600,training loss:0.692359,validation loss:0.692259
epoch 5/600,training loss:0.692097,validation loss:0.692018
epoch 6/600,training loss:0.691890,validation loss:0.691952
epoch 7/600,training loss:0.691712,validation loss:0.691703
epoch 8/600,training loss:0.691584,validation loss:0.691619
epoch 9/600,training loss:0.691454,validation loss:0.691533
epoch 10/600,training loss:0.691296,validation loss:0.691306
epoch 11/600,training loss:0.691132,validation loss:0.691195
epoch 12/600,training loss:0.691018,validation loss:0.691173
epoch 13/600,training loss:0.690995,validation loss:0.691006
epoch 14/600,training loss:0.690889,validation loss:0.690798
epoch 15/600,training loss:0.690671,validation loss:0.690645
epoch 16/600,training loss:0.690452,validation loss:0.690572
epoch 17/600,training loss:0.690399,validation loss:0.690400
epoch 18/600,training loss:0.690189,validation loss:0.690326
epoch 19/600,training loss:0.690025,validation loss:0.690082
epoch 20/600,training loss:0.689829,validation loss:0.689728
epoch 21/600,training loss:0.689548,validation loss:0.689418
epoch 22/600,training loss:0.689315,validation loss:0.689321
epoch 23/600,training loss:0.689067,validation loss:0.689057
epoch 24/600,training loss:0.688838,validation loss:0.688899
epoch 25/600,training loss:0.688589,validation loss:0.688428
epoch 26/600,training loss:0.688460,validation loss:0.688306
epoch 27/600,training loss:0.687961,validation loss:0.688071
epoch 28/600,training loss:0.687531,validation loss:0.687548
epoch 29/600,training loss:0.687292,validation loss:0.687382
epoch 30/600,training loss:0.686994,validation loss:0.686832
epoch 31/600,training loss:0.686693,validation loss:0.686744
epoch 32/600,training loss:0.686369,validation loss:0.686264
epoch 33/600,training loss:0.686006,validation loss:0.686014
epoch 34/600,training loss:0.685535,validation loss:0.685707
epoch 35/600,training loss:0.685142,validation loss:0.685087
epoch 36/600,training loss:0.685083,validation loss:0.684893
epoch 37/600,training loss:0.684566,validation loss:0.684675
epoch 38/600,training loss:0.684213,validation loss:0.684087
epoch 39/600,training loss:0.683965,validation loss:0.683862
epoch 40/600,training loss:0.683207,validation loss:0.683600
epoch 41/600,training loss:0.683193,validation loss:0.683243
epoch 42/600,training loss:0.682761,validation loss:0.682655
epoch 43/600,training loss:0.682531,validation loss:0.682353
epoch 44/600,training loss:0.682141,validation loss:0.682048
epoch 45/600,training loss:0.681727,validation loss:0.682071
epoch 46/600,training loss:0.681450,validation loss:0.681660
epoch 47/600,training loss:0.681173,validation loss:0.681448
epoch 48/600,training loss:0.680710,validation loss:0.681378
epoch 49/600,training loss:0.680729,validation loss:0.680600
epoch 50/600,training loss:0.680276,validation loss:0.680857
epoch 51/600,training loss:0.679811,validation loss:0.680272
epoch 52/600,training loss:0.679879,validation loss:0.679674
epoch 53/600,training loss:0.679541,validation loss:0.679993
