epoch 0/600,training loss:0.697917,validation loss:0.692309
epoch 1/600,training loss:0.691929,validation loss:0.691785
epoch 2/600,training loss:0.691704,validation loss:0.691629
epoch 3/600,training loss:0.691526,validation loss:0.691445
epoch 4/600,training loss:0.691323,validation loss:0.691223
epoch 5/600,training loss:0.691076,validation loss:0.690954
epoch 6/600,training loss:0.690785,validation loss:0.690645
epoch 7/600,training loss:0.690454,validation loss:0.690306
epoch 8/600,training loss:0.690096,validation loss:0.689935
epoch 9/600,training loss:0.689695,validation loss:0.689527
epoch 10/600,training loss:0.689257,validation loss:0.689073
epoch 11/600,training loss:0.688772,validation loss:0.688565
epoch 12/600,training loss:0.688224,validation loss:0.687988
epoch 13/600,training loss:0.687602,validation loss:0.687334
epoch 14/600,training loss:0.686894,validation loss:0.686586
epoch 15/600,training loss:0.686078,validation loss:0.685745
epoch 16/600,training loss:0.685166,validation loss:0.684781
epoch 17/600,training loss:0.684130,validation loss:0.683711
epoch 18/600,training loss:0.682975,validation loss:0.682528
epoch 19/600,training loss:0.681716,validation loss:0.681229
epoch 20/600,training loss:0.680367,validation loss:0.679840
epoch 21/600,training loss:0.678906,validation loss:0.678393
epoch 22/600,training loss:0.677395,validation loss:0.676889
epoch 23/600,training loss:0.675842,validation loss:0.675373
epoch 24/600,training loss:0.674312,validation loss:0.673866
epoch 25/600,training loss:0.672794,validation loss:0.672418
epoch 26/600,training loss:0.671366,validation loss:0.671069
epoch 27/600,training loss:0.670052,validation loss:0.669830
epoch 28/600,training loss:0.668830,validation loss:0.668719
epoch 29/600,training loss:0.667725,validation loss:0.667716
epoch 30/600,training loss:0.666811,validation loss:0.666822
epoch 31/600,training loss:0.665942,validation loss:0.666051
epoch 32/600,training loss:0.665180,validation loss:0.665355
epoch 33/600,training loss:0.664518,validation loss:0.664756
epoch 34/600,training loss:0.663910,validation loss:0.664203
epoch 35/600,training loss:0.663383,validation loss:0.663724
epoch 36/600,training loss:0.662933,validation loss:0.663272
epoch 37/600,training loss:0.662485,validation loss:0.662905
epoch 38/600,training loss:0.662126,validation loss:0.662537
epoch 39/600,training loss:0.661756,validation loss:0.662225
epoch 40/600,training loss:0.661453,validation loss:0.661934
epoch 41/600,training loss:0.661177,validation loss:0.661665
epoch 42/600,training loss:0.660936,validation loss:0.661437
epoch 43/600,training loss:0.660688,validation loss:0.661213
epoch 44/600,training loss:0.660469,validation loss:0.661022
epoch 45/600,training loss:0.660265,validation loss:0.660837
epoch 46/600,training loss:0.660084,validation loss:0.660688
epoch 47/600,training loss:0.659959,validation loss:0.660519
epoch 48/600,training loss:0.659738,validation loss:0.660395
epoch 49/600,training loss:0.659608,validation loss:0.660255
epoch 50/600,training loss:0.659499,validation loss:0.660131
epoch 51/600,training loss:0.659312,validation loss:0.660018
epoch 52/600,training loss:0.659218,validation loss:0.659914
epoch 53/600,training loss:0.659100,validation loss:0.659817
epoch 54/600,training loss:0.659028,validation loss:0.659719
epoch 55/600,training loss:0.658884,validation loss:0.659639
epoch 56/600,training loss:0.658831,validation loss:0.659561
epoch 57/600,training loss:0.658729,validation loss:0.659488
epoch 58/600,training loss:0.658632,validation loss:0.659423
epoch 59/600,training loss:0.658590,validation loss:0.659349
epoch 60/600,training loss:0.658515,validation loss:0.659288
epoch 61/600,training loss:0.658414,validation loss:0.659227
epoch 62/600,training loss:0.658357,validation loss:0.659171
epoch 63/600,training loss:0.658293,validation loss:0.659126
epoch 64/600,training loss:0.658250,validation loss:0.659076
epoch 65/600,training loss:0.658165,validation loss:0.659035
epoch 66/600,training loss:0.658120,validation loss:0.658984
epoch 67/600,training loss:0.658071,validation loss:0.658946
epoch 68/600,training loss:0.657991,validation loss:0.658911
epoch 69/600,training loss:0.657929,validation loss:0.658873
epoch 70/600,training loss:0.657925,validation loss:0.658833
epoch 71/600,training loss:0.657865,validation loss:0.658801
epoch 72/600,training loss:0.657822,validation loss:0.658770
epoch 73/600,training loss:0.657804,validation loss:0.658735
epoch 74/600,training loss:0.657697,validation loss:0.658703
epoch 75/600,training loss:0.657687,validation loss:0.658697
epoch 76/600,training loss:0.657664,validation loss:0.658649
epoch 77/600,training loss:0.657650,validation loss:0.658626
epoch 78/600,training loss:0.657586,validation loss:0.658594
epoch 79/600,training loss:0.657550,validation loss:0.658581
epoch 80/600,training loss:0.657493,validation loss:0.658553
epoch 81/600,training loss:0.657463,validation loss:0.658525
epoch 82/600,training loss:0.657418,validation loss:0.658509
epoch 83/600,training loss:0.657441,validation loss:0.658493
epoch 84/600,training loss:0.657351,validation loss:0.658475
epoch 85/600,training loss:0.657289,validation loss:0.658446
epoch 86/600,training loss:0.657330,validation loss:0.658430
epoch 87/600,training loss:0.657308,validation loss:0.658405
epoch 88/600,training loss:0.657268,validation loss:0.658394
epoch 89/600,training loss:0.657221,validation loss:0.658371
epoch 90/600,training loss:0.657181,validation loss:0.658353
epoch 91/600,training loss:0.657157,validation loss:0.658336
epoch 92/600,training loss:0.657156,validation loss:0.658331
epoch 93/600,training loss:0.657115,validation loss:0.658309
epoch 94/600,training loss:0.657064,validation loss:0.658287
epoch 95/600,training loss:0.657043,validation loss:0.658274
epoch 96/600,training loss:0.657044,validation loss:0.658268
epoch 97/600,training loss:0.656994,validation loss:0.658244
epoch 98/600,training loss:0.656983,validation loss:0.658230
epoch 99/600,training loss:0.656941,validation loss:0.658215
epoch 100/600,training loss:0.656926,validation loss:0.658222
epoch 101/600,training loss:0.656891,validation loss:0.658187
epoch 102/600,training loss:0.656854,validation loss:0.658180
epoch 103/600,training loss:0.656841,validation loss:0.658156
epoch 104/600,training loss:0.656820,validation loss:0.658153
epoch 105/600,training loss:0.656801,validation loss:0.658136
epoch 106/600,training loss:0.656766,validation loss:0.658119
epoch 107/600,training loss:0.656781,validation loss:0.658107
epoch 108/600,training loss:0.656745,validation loss:0.658097
epoch 109/600,training loss:0.656709,validation loss:0.658080
epoch 110/600,training loss:0.656667,validation loss:0.658076
epoch 111/600,training loss:0.656648,validation loss:0.658054
epoch 112/600,training loss:0.656619,validation loss:0.658044
epoch 113/600,training loss:0.656584,validation loss:0.658043
epoch 114/600,training loss:0.656571,validation loss:0.658027
epoch 115/600,training loss:0.656542,validation loss:0.658001
epoch 116/600,training loss:0.656566,validation loss:0.658006
epoch 117/600,training loss:0.656507,validation loss:0.657985
epoch 118/600,training loss:0.656470,validation loss:0.657965
epoch 119/600,training loss:0.656413,validation loss:0.657957
epoch 120/600,training loss:0.656405,validation loss:0.657943
epoch 121/600,training loss:0.656387,validation loss:0.657943
epoch 122/600,training loss:0.656377,validation loss:0.657921
epoch 123/600,training loss:0.656340,validation loss:0.657903
epoch 124/600,training loss:0.656305,validation loss:0.657892
epoch 125/600,training loss:0.656294,validation loss:0.657883
epoch 126/600,training loss:0.656268,validation loss:0.657866
epoch 127/600,training loss:0.656259,validation loss:0.657857
epoch 128/600,training loss:0.656215,validation loss:0.657844
epoch 129/600,training loss:0.656208,validation loss:0.657830
epoch 130/600,training loss:0.656162,validation loss:0.657839
epoch 131/600,training loss:0.656139,validation loss:0.657806
epoch 132/600,training loss:0.656156,validation loss:0.657792
epoch 133/600,training loss:0.656119,validation loss:0.657783
epoch 134/600,training loss:0.656077,validation loss:0.657789
epoch 135/600,training loss:0.656069,validation loss:0.657752
epoch 136/600,training loss:0.656031,validation loss:0.657743
epoch 137/600,training loss:0.655975,validation loss:0.657725
epoch 138/600,training loss:0.655961,validation loss:0.657714
epoch 139/600,training loss:0.655958,validation loss:0.657707
epoch 140/600,training loss:0.655942,validation loss:0.657691
epoch 141/600,training loss:0.655911,validation loss:0.657679
epoch 142/600,training loss:0.655879,validation loss:0.657696
epoch 143/600,training loss:0.655840,validation loss:0.657655
epoch 144/600,training loss:0.655819,validation loss:0.657639
epoch 145/600,training loss:0.655791,validation loss:0.657622
epoch 146/600,training loss:0.655782,validation loss:0.657608
epoch 147/600,training loss:0.655777,validation loss:0.657606
epoch 148/600,training loss:0.655739,validation loss:0.657588
epoch 149/600,training loss:0.655697,validation loss:0.657568
epoch 150/600,training loss:0.655674,validation loss:0.657595
epoch 151/600,training loss:0.655631,validation loss:0.657545
epoch 152/600,training loss:0.655596,validation loss:0.657528
epoch 153/600,training loss:0.655608,validation loss:0.657511
epoch 154/600,training loss:0.655561,validation loss:0.657513
epoch 155/600,training loss:0.655521,validation loss:0.657481
epoch 156/600,training loss:0.655493,validation loss:0.657466
epoch 157/600,training loss:0.655481,validation loss:0.657453
epoch 158/600,training loss:0.655436,validation loss:0.657449
epoch 159/600,training loss:0.655393,validation loss:0.657432
epoch 160/600,training loss:0.655364,validation loss:0.657413
epoch 161/600,training loss:0.655329,validation loss:0.657397
epoch 162/600,training loss:0.655327,validation loss:0.657381
epoch 163/600,training loss:0.655280,validation loss:0.657363
epoch 164/600,training loss:0.655274,validation loss:0.657352
epoch 165/600,training loss:0.655244,validation loss:0.657353
epoch 166/600,training loss:0.655199,validation loss:0.657319
epoch 167/600,training loss:0.655166,validation loss:0.657305
epoch 168/600,training loss:0.655122,validation loss:0.657294
epoch 169/600,training loss:0.655104,validation loss:0.657302
epoch 170/600,training loss:0.655089,validation loss:0.657260
epoch 171/600,training loss:0.655063,validation loss:0.657270
epoch 172/600,training loss:0.655006,validation loss:0.657226
epoch 173/600,training loss:0.654989,validation loss:0.657214
epoch 174/600,training loss:0.654970,validation loss:0.657194
epoch 175/600,training loss:0.654969,validation loss:0.657195
epoch 176/600,training loss:0.654901,validation loss:0.657174
epoch 177/600,training loss:0.654871,validation loss:0.657149
epoch 178/600,training loss:0.654858,validation loss:0.657126
epoch 179/600,training loss:0.654811,validation loss:0.657131
epoch 180/600,training loss:0.654796,validation loss:0.657096
epoch 181/600,training loss:0.654732,validation loss:0.657084
epoch 182/600,training loss:0.654699,validation loss:0.657071
epoch 183/600,training loss:0.654662,validation loss:0.657061
