epoch 0/800,training loss:0.692426,validation loss:0.692339
epoch 1/800,training loss:0.692262,validation loss:0.692278
epoch 2/800,training loss:0.692210,validation loss:0.692225
epoch 3/800,training loss:0.692153,validation loss:0.692172
epoch 4/800,training loss:0.692100,validation loss:0.692119
epoch 5/800,training loss:0.692046,validation loss:0.692066
epoch 6/800,training loss:0.691988,validation loss:0.692011
epoch 7/800,training loss:0.691938,validation loss:0.691956
epoch 8/800,training loss:0.691877,validation loss:0.691899
epoch 9/800,training loss:0.691814,validation loss:0.691840
epoch 10/800,training loss:0.691757,validation loss:0.691779
epoch 11/800,training loss:0.691696,validation loss:0.691713
epoch 12/800,training loss:0.691625,validation loss:0.691643
epoch 13/800,training loss:0.691546,validation loss:0.691568
epoch 14/800,training loss:0.691471,validation loss:0.691487
epoch 15/800,training loss:0.691384,validation loss:0.691399
epoch 16/800,training loss:0.691292,validation loss:0.691303
epoch 17/800,training loss:0.691184,validation loss:0.691196
epoch 18/800,training loss:0.691071,validation loss:0.691078
epoch 19/800,training loss:0.690948,validation loss:0.690947
epoch 20/800,training loss:0.690804,validation loss:0.690799
epoch 21/800,training loss:0.690642,validation loss:0.690631
epoch 22/800,training loss:0.690457,validation loss:0.690439
epoch 23/800,training loss:0.690254,validation loss:0.690222
epoch 24/800,training loss:0.690007,validation loss:0.689971
epoch 25/800,training loss:0.689737,validation loss:0.689683
epoch 26/800,training loss:0.689425,validation loss:0.689354
epoch 27/800,training loss:0.689064,validation loss:0.688976
epoch 28/800,training loss:0.688648,validation loss:0.688539
epoch 29/800,training loss:0.688173,validation loss:0.688039
epoch 30/800,training loss:0.687626,validation loss:0.687465
epoch 31/800,training loss:0.686998,validation loss:0.686811
epoch 32/800,training loss:0.686277,validation loss:0.686059
epoch 33/800,training loss:0.685461,validation loss:0.685200
epoch 34/800,training loss:0.684530,validation loss:0.684226
epoch 35/800,training loss:0.683472,validation loss:0.683141
epoch 36/800,training loss:0.682295,validation loss:0.681937
epoch 37/800,training loss:0.681007,validation loss:0.680618
epoch 38/800,training loss:0.679600,validation loss:0.679207
epoch 39/800,training loss:0.678117,validation loss:0.677726
epoch 40/800,training loss:0.676574,validation loss:0.676229
epoch 41/800,training loss:0.675055,validation loss:0.674734
epoch 42/800,training loss:0.673523,validation loss:0.673310
epoch 43/800,training loss:0.672095,validation loss:0.671959
epoch 44/800,training loss:0.670766,validation loss:0.670723
epoch 45/800,training loss:0.669544,validation loss:0.669599
epoch 46/800,training loss:0.668451,validation loss:0.668593
epoch 47/800,training loss:0.667429,validation loss:0.667675
epoch 48/800,training loss:0.666562,validation loss:0.666859
epoch 49/800,training loss:0.665756,validation loss:0.666125
epoch 50/800,training loss:0.665059,validation loss:0.665460
epoch 51/800,training loss:0.664403,validation loss:0.664876
epoch 52/800,training loss:0.663828,validation loss:0.664342
epoch 53/800,training loss:0.663309,validation loss:0.663842
epoch 54/800,training loss:0.662835,validation loss:0.663397
epoch 55/800,training loss:0.662410,validation loss:0.662998
epoch 56/800,training loss:0.662034,validation loss:0.662654
epoch 57/800,training loss:0.661695,validation loss:0.662312
epoch 58/800,training loss:0.661328,validation loss:0.662010
epoch 59/800,training loss:0.661068,validation loss:0.661743
epoch 60/800,training loss:0.660763,validation loss:0.661509
epoch 61/800,training loss:0.660558,validation loss:0.661281
epoch 62/800,training loss:0.660339,validation loss:0.661087
epoch 63/800,training loss:0.660107,validation loss:0.660886
epoch 64/800,training loss:0.659931,validation loss:0.660734
epoch 65/800,training loss:0.659780,validation loss:0.660569
epoch 66/800,training loss:0.659629,validation loss:0.660412
epoch 67/800,training loss:0.659463,validation loss:0.660277
epoch 68/800,training loss:0.659321,validation loss:0.660162
epoch 69/800,training loss:0.659197,validation loss:0.660060
epoch 70/800,training loss:0.659064,validation loss:0.659953
epoch 71/800,training loss:0.658981,validation loss:0.659853
epoch 72/800,training loss:0.658902,validation loss:0.659774
epoch 73/800,training loss:0.658777,validation loss:0.659687
epoch 74/800,training loss:0.658698,validation loss:0.659613
epoch 75/800,training loss:0.658592,validation loss:0.659543
epoch 76/800,training loss:0.658531,validation loss:0.659481
epoch 77/800,training loss:0.658480,validation loss:0.659413
epoch 78/800,training loss:0.658408,validation loss:0.659359
epoch 79/800,training loss:0.658332,validation loss:0.659299
epoch 80/800,training loss:0.658284,validation loss:0.659258
epoch 81/800,training loss:0.658221,validation loss:0.659198
epoch 82/800,training loss:0.658156,validation loss:0.659160
epoch 83/800,training loss:0.658117,validation loss:0.659120
epoch 84/800,training loss:0.657994,validation loss:0.659066
epoch 85/800,training loss:0.657985,validation loss:0.659050
epoch 86/800,training loss:0.657974,validation loss:0.658997
epoch 87/800,training loss:0.657901,validation loss:0.658961
epoch 88/800,training loss:0.657865,validation loss:0.658927
epoch 89/800,training loss:0.657834,validation loss:0.658894
epoch 90/800,training loss:0.657792,validation loss:0.658868
epoch 91/800,training loss:0.657739,validation loss:0.658851
epoch 92/800,training loss:0.657731,validation loss:0.658807
epoch 93/800,training loss:0.657637,validation loss:0.658783
epoch 94/800,training loss:0.657625,validation loss:0.658754
epoch 95/800,training loss:0.657604,validation loss:0.658733
epoch 96/800,training loss:0.657539,validation loss:0.658707
epoch 97/800,training loss:0.657533,validation loss:0.658696
epoch 98/800,training loss:0.657493,validation loss:0.658666
epoch 99/800,training loss:0.657477,validation loss:0.658642
epoch 100/800,training loss:0.657433,validation loss:0.658621
epoch 101/800,training loss:0.657402,validation loss:0.658610
epoch 102/800,training loss:0.657367,validation loss:0.658581
epoch 103/800,training loss:0.657292,validation loss:0.658559
epoch 104/800,training loss:0.657327,validation loss:0.658558
epoch 105/800,training loss:0.657275,validation loss:0.658527
epoch 106/800,training loss:0.657247,validation loss:0.658506
epoch 107/800,training loss:0.657198,validation loss:0.658501
epoch 108/800,training loss:0.657188,validation loss:0.658543
epoch 109/800,training loss:0.657159,validation loss:0.658458
epoch 110/800,training loss:0.657178,validation loss:0.658442
epoch 111/800,training loss:0.657141,validation loss:0.658425
epoch 112/800,training loss:0.657094,validation loss:0.658463
epoch 113/800,training loss:0.657054,validation loss:0.658401
epoch 114/800,training loss:0.657013,validation loss:0.658384
