epoch 0/200,training loss:0.691175,validation loss:0.690595
epoch 1/200,training loss:0.689807,validation loss:0.689438
epoch 2/200,training loss:0.688617,validation loss:0.688278
epoch 3/200,training loss:0.687420,validation loss:0.687060
epoch 4/200,training loss:0.686145,validation loss:0.685788
epoch 5/200,training loss:0.684818,validation loss:0.684453
epoch 6/200,training loss:0.683431,validation loss:0.683061
epoch 7/200,training loss:0.681965,validation loss:0.681617
epoch 8/200,training loss:0.680486,validation loss:0.680123
epoch 9/200,training loss:0.678953,validation loss:0.678632
epoch 10/200,training loss:0.677424,validation loss:0.677125
epoch 11/200,training loss:0.675904,validation loss:0.675657
epoch 12/200,training loss:0.674435,validation loss:0.674236
epoch 13/200,training loss:0.673018,validation loss:0.672891
epoch 14/200,training loss:0.671709,validation loss:0.671625
epoch 15/200,training loss:0.670505,validation loss:0.670460
epoch 16/200,training loss:0.669371,validation loss:0.669376
epoch 17/200,training loss:0.668337,validation loss:0.668404
epoch 18/200,training loss:0.667391,validation loss:0.667518
epoch 19/200,training loss:0.666549,validation loss:0.666716
epoch 20/200,training loss:0.665753,validation loss:0.665996
epoch 21/200,training loss:0.665083,validation loss:0.665345
epoch 22/200,training loss:0.664453,validation loss:0.664755
epoch 23/200,training loss:0.663871,validation loss:0.664232
epoch 24/200,training loss:0.663384,validation loss:0.663761
epoch 25/200,training loss:0.662946,validation loss:0.663334
epoch 26/200,training loss:0.662525,validation loss:0.662960
epoch 27/200,training loss:0.662168,validation loss:0.662609
epoch 28/200,training loss:0.661818,validation loss:0.662289
epoch 29/200,training loss:0.661543,validation loss:0.662009
epoch 30/200,training loss:0.661287,validation loss:0.661755
epoch 31/200,training loss:0.661010,validation loss:0.661526
epoch 32/200,training loss:0.660782,validation loss:0.661314
epoch 33/200,training loss:0.660581,validation loss:0.661115
epoch 34/200,training loss:0.660400,validation loss:0.660941
epoch 35/200,training loss:0.660243,validation loss:0.660779
epoch 36/200,training loss:0.660046,validation loss:0.660628
epoch 37/200,training loss:0.659925,validation loss:0.660492
epoch 38/200,training loss:0.659794,validation loss:0.660367
epoch 39/200,training loss:0.659709,validation loss:0.660253
epoch 40/200,training loss:0.659551,validation loss:0.660140
epoch 41/200,training loss:0.659455,validation loss:0.660044
epoch 42/200,training loss:0.659351,validation loss:0.659950
epoch 43/200,training loss:0.659243,validation loss:0.659870
epoch 44/200,training loss:0.659203,validation loss:0.659790
epoch 45/200,training loss:0.659102,validation loss:0.659721
epoch 46/200,training loss:0.659015,validation loss:0.659646
epoch 47/200,training loss:0.658945,validation loss:0.659589
epoch 48/200,training loss:0.658895,validation loss:0.659522
epoch 49/200,training loss:0.658838,validation loss:0.659472
epoch 50/200,training loss:0.658774,validation loss:0.659417
epoch 51/200,training loss:0.658720,validation loss:0.659370
epoch 52/200,training loss:0.658685,validation loss:0.659329
epoch 53/200,training loss:0.658619,validation loss:0.659282
epoch 54/200,training loss:0.658580,validation loss:0.659248
epoch 55/200,training loss:0.658554,validation loss:0.659206
epoch 56/200,training loss:0.658465,validation loss:0.659182
epoch 57/200,training loss:0.658478,validation loss:0.659139
epoch 58/200,training loss:0.658418,validation loss:0.659114
epoch 59/200,training loss:0.658386,validation loss:0.659077
epoch 60/200,training loss:0.658358,validation loss:0.659054
epoch 61/200,training loss:0.658336,validation loss:0.659025
epoch 62/200,training loss:0.658299,validation loss:0.659008
epoch 63/200,training loss:0.658260,validation loss:0.658979
epoch 64/200,training loss:0.658219,validation loss:0.658958
epoch 65/200,training loss:0.658240,validation loss:0.658939
epoch 66/200,training loss:0.658228,validation loss:0.658923
epoch 67/200,training loss:0.658163,validation loss:0.658905
epoch 68/200,training loss:0.658172,validation loss:0.658884
epoch 69/200,training loss:0.658155,validation loss:0.658873
epoch 70/200,training loss:0.658116,validation loss:0.658862
epoch 71/200,training loss:0.658092,validation loss:0.658841
epoch 72/200,training loss:0.658094,validation loss:0.658828
epoch 73/200,training loss:0.658088,validation loss:0.658816
epoch 74/200,training loss:0.658058,validation loss:0.658802
epoch 75/200,training loss:0.658050,validation loss:0.658792
epoch 76/200,training loss:0.658010,validation loss:0.658772
epoch 77/200,training loss:0.657998,validation loss:0.658763
epoch 78/200,training loss:0.658000,validation loss:0.658754
epoch 79/200,training loss:0.657984,validation loss:0.658741
epoch 80/200,training loss:0.657998,validation loss:0.658733
epoch 81/200,training loss:0.657958,validation loss:0.658721
epoch 82/200,training loss:0.657975,validation loss:0.658715
epoch 83/200,training loss:0.657951,validation loss:0.658704
epoch 84/200,training loss:0.657957,validation loss:0.658701
epoch 85/200,training loss:0.657933,validation loss:0.658694
epoch 86/200,training loss:0.657906,validation loss:0.658688
epoch 87/200,training loss:0.657896,validation loss:0.658675
epoch 88/200,training loss:0.657918,validation loss:0.658675
epoch 89/200,training loss:0.657858,validation loss:0.658666
epoch 90/200,training loss:0.657917,validation loss:0.658655
epoch 91/200,training loss:0.657865,validation loss:0.658660
epoch 92/200,training loss:0.657867,validation loss:0.658646
epoch 93/200,training loss:0.657856,validation loss:0.658651
epoch 94/200,training loss:0.657838,validation loss:0.658642
epoch 95/200,training loss:0.657856,validation loss:0.658629
epoch 96/200,training loss:0.657853,validation loss:0.658639
epoch 97/200,training loss:0.657829,validation loss:0.658614
epoch 98/200,training loss:0.657851,validation loss:0.658609
epoch 99/200,training loss:0.657819,validation loss:0.658608
epoch 100/200,training loss:0.657834,validation loss:0.658603
epoch 101/200,training loss:0.657803,validation loss:0.658597
epoch 102/200,training loss:0.657787,validation loss:0.658592
epoch 103/200,training loss:0.657811,validation loss:0.658587
epoch 104/200,training loss:0.657777,validation loss:0.658583
epoch 105/200,training loss:0.657780,validation loss:0.658581
epoch 106/200,training loss:0.657754,validation loss:0.658575
epoch 107/200,training loss:0.657780,validation loss:0.658570
epoch 108/200,training loss:0.657779,validation loss:0.658561
epoch 109/200,training loss:0.657760,validation loss:0.658560
epoch 110/200,training loss:0.657772,validation loss:0.658555
epoch 111/200,training loss:0.657775,validation loss:0.658563
epoch 112/200,training loss:0.657731,validation loss:0.658550
epoch 113/200,training loss:0.657723,validation loss:0.658555
epoch 114/200,training loss:0.657730,validation loss:0.658545
epoch 115/200,training loss:0.657715,validation loss:0.658535
epoch 116/200,training loss:0.657719,validation loss:0.658532
epoch 117/200,training loss:0.657676,validation loss:0.658531
epoch 118/200,training loss:0.657710,validation loss:0.658521
epoch 119/200,training loss:0.657676,validation loss:0.658522
