epoch 0/200,training accuracy:0.479547,validation accuracy:0.486225
epoch 1/200,training accuracy:0.503765,validation accuracy:0.515398
epoch 2/200,training accuracy:0.518839,validation accuracy:0.521173
epoch 3/200,training accuracy:0.522113,validation accuracy:0.521965
epoch 4/200,training accuracy:0.524056,validation accuracy:0.524684
epoch 5/200,training accuracy:0.526145,validation accuracy:0.528100
epoch 6/200,training accuracy:0.528791,validation accuracy:0.529297
epoch 7/200,training accuracy:0.531602,validation accuracy:0.533710
epoch 8/200,training accuracy:0.534048,validation accuracy:0.534175
epoch 9/200,training accuracy:0.536856,validation accuracy:0.536028
epoch 10/200,training accuracy:0.539067,validation accuracy:0.539927
epoch 11/200,training accuracy:0.541323,validation accuracy:0.541451
epoch 12/200,training accuracy:0.544378,validation accuracy:0.543702
epoch 13/200,training accuracy:0.545327,validation accuracy:0.544474
epoch 14/200,training accuracy:0.546556,validation accuracy:0.545605
epoch 15/200,training accuracy:0.548996,validation accuracy:0.548757
epoch 16/200,training accuracy:0.548860,validation accuracy:0.549962
epoch 17/200,training accuracy:0.551271,validation accuracy:0.551858
epoch 18/200,training accuracy:0.553465,validation accuracy:0.553930
epoch 19/200,training accuracy:0.555262,validation accuracy:0.555442
epoch 20/200,training accuracy:0.557307,validation accuracy:0.559544
epoch 21/200,training accuracy:0.560993,validation accuracy:0.561421
epoch 22/200,training accuracy:0.563268,validation accuracy:0.561190
epoch 23/200,training accuracy:0.563711,validation accuracy:0.563693
epoch 24/200,training accuracy:0.565427,validation accuracy:0.565002
epoch 25/200,training accuracy:0.567263,validation accuracy:0.566860
epoch 26/200,training accuracy:0.567961,validation accuracy:0.568670
epoch 27/200,training accuracy:0.568679,validation accuracy:0.567068
epoch 28/200,training accuracy:0.571021,validation accuracy:0.570919
epoch 29/200,training accuracy:0.572209,validation accuracy:0.571030
epoch 30/200,training accuracy:0.572995,validation accuracy:0.571575
epoch 31/200,training accuracy:0.573093,validation accuracy:0.574455
epoch 32/200,training accuracy:0.574538,validation accuracy:0.573861
epoch 33/200,training accuracy:0.575586,validation accuracy:0.574692
epoch 34/200,training accuracy:0.576866,validation accuracy:0.574817
epoch 35/200,training accuracy:0.576309,validation accuracy:0.575802
epoch 36/200,training accuracy:0.577981,validation accuracy:0.575792
epoch 37/200,training accuracy:0.578462,validation accuracy:0.576356
epoch 38/200,training accuracy:0.579127,validation accuracy:0.578215
epoch 39/200,training accuracy:0.580305,validation accuracy:0.581056
epoch 40/200,training accuracy:0.580508,validation accuracy:0.578970
epoch 41/200,training accuracy:0.580431,validation accuracy:0.581130
epoch 42/200,training accuracy:0.581004,validation accuracy:0.580074
epoch 43/200,training accuracy:0.581318,validation accuracy:0.581564
epoch 44/200,training accuracy:0.583061,validation accuracy:0.581910
epoch 45/200,training accuracy:0.582374,validation accuracy:0.580842
epoch 46/200,training accuracy:0.582514,validation accuracy:0.582090
epoch 47/200,training accuracy:0.583797,validation accuracy:0.584257
epoch 48/200,training accuracy:0.585496,validation accuracy:0.583611
epoch 49/200,training accuracy:0.584684,validation accuracy:0.583524
epoch 50/200,training accuracy:0.585350,validation accuracy:0.583882
epoch 51/200,training accuracy:0.584251,validation accuracy:0.583940
epoch 52/200,training accuracy:0.586093,validation accuracy:0.584465
epoch 53/200,training accuracy:0.585523,validation accuracy:0.583741
epoch 54/200,training accuracy:0.585901,validation accuracy:0.585323
epoch 55/200,training accuracy:0.585639,validation accuracy:0.586115
epoch 56/200,training accuracy:0.585898,validation accuracy:0.585065
epoch 57/200,training accuracy:0.586471,validation accuracy:0.586017
epoch 58/200,training accuracy:0.587155,validation accuracy:0.586056
epoch 59/200,training accuracy:0.586968,validation accuracy:0.587944
epoch 60/200,training accuracy:0.587491,validation accuracy:0.588351
epoch 61/200,training accuracy:0.588198,validation accuracy:0.586917
epoch 62/200,training accuracy:0.588607,validation accuracy:0.587348
epoch 63/200,training accuracy:0.589146,validation accuracy:0.586159
epoch 64/200,training accuracy:0.588743,validation accuracy:0.588287
epoch 65/200,training accuracy:0.589041,validation accuracy:0.588722
epoch 66/200,training accuracy:0.589543,validation accuracy:0.588712
epoch 67/200,training accuracy:0.588703,validation accuracy:0.587512
epoch 68/200,training accuracy:0.589610,validation accuracy:0.588880
epoch 69/200,training accuracy:0.588828,validation accuracy:0.588757
epoch 70/200,training accuracy:0.589452,validation accuracy:0.587732
epoch 71/200,training accuracy:0.590190,validation accuracy:0.589027
epoch 72/200,training accuracy:0.590027,validation accuracy:0.589326
epoch 73/200,training accuracy:0.590991,validation accuracy:0.589043
epoch 74/200,training accuracy:0.591480,validation accuracy:0.588467
epoch 75/200,training accuracy:0.591188,validation accuracy:0.589336
epoch 76/200,training accuracy:0.591290,validation accuracy:0.589845
epoch 77/200,training accuracy:0.591606,validation accuracy:0.589653
epoch 78/200,training accuracy:0.591351,validation accuracy:0.589035
epoch 79/200,training accuracy:0.591047,validation accuracy:0.590611
epoch 80/200,training accuracy:0.591749,validation accuracy:0.591055
epoch 81/200,training accuracy:0.591161,validation accuracy:0.591483
epoch 82/200,training accuracy:0.591599,validation accuracy:0.590437
epoch 83/200,training accuracy:0.591887,validation accuracy:0.591181
epoch 84/200,training accuracy:0.592669,validation accuracy:0.591134
epoch 85/200,training accuracy:0.592789,validation accuracy:0.590397
epoch 86/200,training accuracy:0.592442,validation accuracy:0.591359
epoch 87/200,training accuracy:0.593236,validation accuracy:0.591939
epoch 88/200,training accuracy:0.593213,validation accuracy:0.592244
epoch 89/200,training accuracy:0.593411,validation accuracy:0.591755
epoch 90/200,training accuracy:0.593102,validation accuracy:0.592079
epoch 91/200,training accuracy:0.593904,validation accuracy:0.592350
epoch 92/200,training accuracy:0.593956,validation accuracy:0.593082
epoch 93/200,training accuracy:0.593940,validation accuracy:0.593277
epoch 94/200,training accuracy:0.594049,validation accuracy:0.592619
epoch 95/200,training accuracy:0.593900,validation accuracy:0.592715
epoch 96/200,training accuracy:0.594116,validation accuracy:0.593387
epoch 97/200,training accuracy:0.593931,validation accuracy:0.591836
epoch 98/200,training accuracy:0.593744,validation accuracy:0.592816
epoch 99/200,training accuracy:0.593756,validation accuracy:0.591683
epoch 100/200,training accuracy:0.594255,validation accuracy:0.592919
epoch 101/200,training accuracy:0.594429,validation accuracy:0.593001
epoch 102/200,training accuracy:0.594697,validation accuracy:0.593751
epoch 103/200,training accuracy:0.594769,validation accuracy:0.591965
epoch 104/200,training accuracy:0.594650,validation accuracy:0.593202
epoch 105/200,training accuracy:0.594344,validation accuracy:0.594145
epoch 106/200,training accuracy:0.595147,validation accuracy:0.593971
epoch 107/200,training accuracy:0.595397,validation accuracy:0.594110
epoch 108/200,training accuracy:0.595307,validation accuracy:0.595303
epoch 109/200,training accuracy:0.595994,validation accuracy:0.594033
epoch 110/200,training accuracy:0.595779,validation accuracy:0.594517
epoch 111/200,training accuracy:0.594965,validation accuracy:0.593093
epoch 112/200,training accuracy:0.596337,validation accuracy:0.595972
epoch 113/200,training accuracy:0.596027,validation accuracy:0.595474
epoch 114/200,training accuracy:0.596009,validation accuracy:0.594054
epoch 115/200,training accuracy:0.596548,validation accuracy:0.594369
epoch 116/200,training accuracy:0.596528,validation accuracy:0.594168
epoch 117/200,training accuracy:0.596721,validation accuracy:0.594714
epoch 118/200,training accuracy:0.596535,validation accuracy:0.594938
epoch 119/200,training accuracy:0.596771,validation accuracy:0.594509
epoch 120/200,training accuracy:0.595933,validation accuracy:0.594888
epoch 121/200,training accuracy:0.597842,validation accuracy:0.595795
epoch 122/200,training accuracy:0.596386,validation accuracy:0.595537
epoch 123/200,training accuracy:0.597682,validation accuracy:0.595353
epoch 124/200,training accuracy:0.596811,validation accuracy:0.595096
epoch 125/200,training accuracy:0.597299,validation accuracy:0.595679
epoch 126/200,training accuracy:0.596838,validation accuracy:0.594812
epoch 127/200,training accuracy:0.596960,validation accuracy:0.595306
epoch 128/200,training accuracy:0.597177,validation accuracy:0.595208
epoch 129/200,training accuracy:0.597020,validation accuracy:0.596381
epoch 130/200,training accuracy:0.597447,validation accuracy:0.595014
epoch 131/200,training accuracy:0.597438,validation accuracy:0.594757
epoch 132/200,training accuracy:0.597078,validation accuracy:0.595733
epoch 133/200,training accuracy:0.597204,validation accuracy:0.596217
epoch 134/200,training accuracy:0.597632,validation accuracy:0.595925
epoch 135/200,training accuracy:0.597438,validation accuracy:0.595714
epoch 136/200,training accuracy:0.598675,validation accuracy:0.595611
epoch 137/200,training accuracy:0.597691,validation accuracy:0.595932
epoch 138/200,training accuracy:0.598094,validation accuracy:0.595279
epoch 139/200,training accuracy:0.597988,validation accuracy:0.595116
epoch 140/200,training accuracy:0.597969,validation accuracy:0.596281
epoch 141/200,training accuracy:0.598224,validation accuracy:0.596083
epoch 142/200,training accuracy:0.598018,validation accuracy:0.595822
epoch 143/200,training accuracy:0.598693,validation accuracy:0.595339
epoch 144/200,training accuracy:0.598260,validation accuracy:0.596455
epoch 145/200,training accuracy:0.598827,validation accuracy:0.597154
epoch 146/200,training accuracy:0.598825,validation accuracy:0.596061
epoch 147/200,training accuracy:0.598484,validation accuracy:0.596875
epoch 148/200,training accuracy:0.598224,validation accuracy:0.596184
epoch 149/200,training accuracy:0.597915,validation accuracy:0.597507
epoch 150/200,training accuracy:0.598925,validation accuracy:0.596397
epoch 151/200,training accuracy:0.598812,validation accuracy:0.596991
epoch 152/200,training accuracy:0.598459,validation accuracy:0.596454
epoch 153/200,training accuracy:0.598859,validation accuracy:0.597085
epoch 154/200,training accuracy:0.598438,validation accuracy:0.597412
epoch 155/200,training accuracy:0.598688,validation accuracy:0.597357
epoch 156/200,training accuracy:0.598183,validation accuracy:0.596496
epoch 157/200,training accuracy:0.598785,validation accuracy:0.596911
epoch 158/200,training accuracy:0.599183,validation accuracy:0.597280
epoch 159/200,training accuracy:0.598981,validation accuracy:0.597547
epoch 160/200,training accuracy:0.599716,validation accuracy:0.597002
epoch 161/200,training accuracy:0.598803,validation accuracy:0.597651
epoch 162/200,training accuracy:0.599665,validation accuracy:0.597515
epoch 163/200,training accuracy:0.599317,validation accuracy:0.597433
epoch 164/200,training accuracy:0.599448,validation accuracy:0.596979
epoch 165/200,training accuracy:0.599232,validation accuracy:0.597607
epoch 166/200,training accuracy:0.598892,validation accuracy:0.595974
epoch 167/200,training accuracy:0.599190,validation accuracy:0.596865
epoch 168/200,training accuracy:0.599551,validation accuracy:0.598453
epoch 169/200,training accuracy:0.599934,validation accuracy:0.597959
epoch 170/200,training accuracy:0.599683,validation accuracy:0.596695
epoch 171/200,training accuracy:0.599669,validation accuracy:0.597837
epoch 172/200,training accuracy:0.599263,validation accuracy:0.597297
epoch 173/200,training accuracy:0.599374,validation accuracy:0.598046
epoch 174/200,training accuracy:0.599692,validation accuracy:0.597529
epoch 175/200,training accuracy:0.600324,validation accuracy:0.597732
epoch 176/200,training accuracy:0.599457,validation accuracy:0.598019
epoch 177/200,training accuracy:0.599001,validation accuracy:0.597608
epoch 178/200,training accuracy:0.600174,validation accuracy:0.599052
epoch 179/200,training accuracy:0.600397,validation accuracy:0.597879
epoch 180/200,training accuracy:0.599454,validation accuracy:0.598283
epoch 181/200,training accuracy:0.600427,validation accuracy:0.597581
epoch 182/200,training accuracy:0.599814,validation accuracy:0.597413
epoch 183/200,training accuracy:0.600108,validation accuracy:0.598296
epoch 184/200,training accuracy:0.599515,validation accuracy:0.598145
epoch 185/200,training accuracy:0.600249,validation accuracy:0.597706
epoch 186/200,training accuracy:0.600425,validation accuracy:0.597730
epoch 187/200,training accuracy:0.599780,validation accuracy:0.597477
epoch 188/200,training accuracy:0.600040,validation accuracy:0.598580
epoch 189/200,training accuracy:0.599872,validation accuracy:0.598817
epoch 190/200,training accuracy:0.600324,validation accuracy:0.597451
epoch 191/200,training accuracy:0.600628,validation accuracy:0.598687
epoch 192/200,training accuracy:0.600529,validation accuracy:0.599239
epoch 193/200,training accuracy:0.599926,validation accuracy:0.598555
epoch 194/200,training accuracy:0.600257,validation accuracy:0.597768
epoch 195/200,training accuracy:0.600644,validation accuracy:0.597949
epoch 196/200,training accuracy:0.599974,validation accuracy:0.597881
epoch 197/200,training accuracy:0.600539,validation accuracy:0.598365
epoch 198/200,training accuracy:0.600665,validation accuracy:0.598458
epoch 199/200,training accuracy:0.599940,validation accuracy:0.598010
Finished. Saving the model to /h/172/shawnlyu/projects/machine_learning/CSC2515Dota2DraftPredictionProject/algorithms/shawn/exp_VH/fc_8.batch.pth
The best validation accuracy occurs at 192th epoch
