epoch 0/200,training accuracy:0.501949,validation accuracy:0.515648
epoch 1/200,training accuracy:0.518608,validation accuracy:0.522839
epoch 2/200,training accuracy:0.525259,validation accuracy:0.526389
epoch 3/200,training accuracy:0.530913,validation accuracy:0.532522
epoch 4/200,training accuracy:0.535347,validation accuracy:0.538586
epoch 5/200,training accuracy:0.540896,validation accuracy:0.544114
epoch 6/200,training accuracy:0.544963,validation accuracy:0.547625
epoch 7/200,training accuracy:0.550398,validation accuracy:0.551389
epoch 8/200,training accuracy:0.553633,validation accuracy:0.555709
epoch 9/200,training accuracy:0.558087,validation accuracy:0.559843
epoch 10/200,training accuracy:0.561155,validation accuracy:0.561603
epoch 11/200,training accuracy:0.563147,validation accuracy:0.564912
epoch 12/200,training accuracy:0.566854,validation accuracy:0.566906
epoch 13/200,training accuracy:0.567981,validation accuracy:0.569390
epoch 14/200,training accuracy:0.570629,validation accuracy:0.571810
epoch 15/200,training accuracy:0.572145,validation accuracy:0.572615
epoch 16/200,training accuracy:0.573288,validation accuracy:0.573452
epoch 17/200,training accuracy:0.575402,validation accuracy:0.575966
epoch 18/200,training accuracy:0.576918,validation accuracy:0.576725
epoch 19/200,training accuracy:0.579002,validation accuracy:0.578826
epoch 20/200,training accuracy:0.579940,validation accuracy:0.579674
epoch 21/200,training accuracy:0.581557,validation accuracy:0.580661
epoch 22/200,training accuracy:0.580948,validation accuracy:0.581729
epoch 23/200,training accuracy:0.582515,validation accuracy:0.582794
epoch 24/200,training accuracy:0.583507,validation accuracy:0.584087
epoch 25/200,training accuracy:0.584819,validation accuracy:0.584606
epoch 26/200,training accuracy:0.584744,validation accuracy:0.585274
epoch 27/200,training accuracy:0.586954,validation accuracy:0.586405
epoch 28/200,training accuracy:0.587448,validation accuracy:0.586098
epoch 29/200,training accuracy:0.586735,validation accuracy:0.586658
epoch 30/200,training accuracy:0.588552,validation accuracy:0.587405
epoch 31/200,training accuracy:0.588014,validation accuracy:0.588467
epoch 32/200,training accuracy:0.589396,validation accuracy:0.590050
epoch 33/200,training accuracy:0.589886,validation accuracy:0.588566
epoch 34/200,training accuracy:0.590598,validation accuracy:0.589914
epoch 35/200,training accuracy:0.591059,validation accuracy:0.590637
epoch 36/200,training accuracy:0.591359,validation accuracy:0.590993
epoch 37/200,training accuracy:0.591719,validation accuracy:0.591649
epoch 38/200,training accuracy:0.592071,validation accuracy:0.589960
epoch 39/200,training accuracy:0.593054,validation accuracy:0.591235
epoch 40/200,training accuracy:0.592183,validation accuracy:0.591123
epoch 41/200,training accuracy:0.592958,validation accuracy:0.592333
epoch 42/200,training accuracy:0.593508,validation accuracy:0.593552
epoch 43/200,training accuracy:0.593604,validation accuracy:0.593105
epoch 44/200,training accuracy:0.593889,validation accuracy:0.593105
epoch 45/200,training accuracy:0.593913,validation accuracy:0.594128
epoch 46/200,training accuracy:0.594741,validation accuracy:0.592825
epoch 47/200,training accuracy:0.594593,validation accuracy:0.594219
epoch 48/200,training accuracy:0.595332,validation accuracy:0.594790
epoch 49/200,training accuracy:0.596003,validation accuracy:0.594789
epoch 50/200,training accuracy:0.595922,validation accuracy:0.595720
epoch 51/200,training accuracy:0.595498,validation accuracy:0.594648
epoch 52/200,training accuracy:0.596714,validation accuracy:0.594831
epoch 53/200,training accuracy:0.595899,validation accuracy:0.594207
epoch 54/200,training accuracy:0.596583,validation accuracy:0.596291
epoch 55/200,training accuracy:0.596414,validation accuracy:0.595688
epoch 56/200,training accuracy:0.597180,validation accuracy:0.595140
epoch 57/200,training accuracy:0.596872,validation accuracy:0.596022
epoch 58/200,training accuracy:0.596919,validation accuracy:0.597396
epoch 59/200,training accuracy:0.597309,validation accuracy:0.595575
epoch 60/200,training accuracy:0.596478,validation accuracy:0.596488
epoch 61/200,training accuracy:0.597448,validation accuracy:0.596934
epoch 62/200,training accuracy:0.596881,validation accuracy:0.597313
epoch 63/200,training accuracy:0.598494,validation accuracy:0.597315
epoch 64/200,training accuracy:0.597411,validation accuracy:0.596718
epoch 65/200,training accuracy:0.597336,validation accuracy:0.596604
epoch 66/200,training accuracy:0.598357,validation accuracy:0.596733
epoch 67/200,training accuracy:0.598578,validation accuracy:0.597465
epoch 68/200,training accuracy:0.598027,validation accuracy:0.597517
epoch 69/200,training accuracy:0.598437,validation accuracy:0.597515
epoch 70/200,training accuracy:0.599647,validation accuracy:0.597618
epoch 71/200,training accuracy:0.599507,validation accuracy:0.597659
epoch 72/200,training accuracy:0.598472,validation accuracy:0.597520
epoch 73/200,training accuracy:0.599609,validation accuracy:0.598242
epoch 74/200,training accuracy:0.599718,validation accuracy:0.597548
epoch 75/200,training accuracy:0.599054,validation accuracy:0.598218
epoch 76/200,training accuracy:0.599445,validation accuracy:0.598858
epoch 77/200,training accuracy:0.599995,validation accuracy:0.598011
epoch 78/200,training accuracy:0.599541,validation accuracy:0.598272
epoch 79/200,training accuracy:0.600022,validation accuracy:0.598629
