epoch 0/200,training accuracy:0.541762,validation accuracy:0.543127
epoch 1/200,training accuracy:0.549831,validation accuracy:0.557554
epoch 2/200,training accuracy:0.571265,validation accuracy:0.582541
epoch 3/200,training accuracy:0.596743,validation accuracy:0.606944
epoch 4/200,training accuracy:0.615504,validation accuracy:0.620406
epoch 5/200,training accuracy:0.625452,validation accuracy:0.628363
epoch 6/200,training accuracy:0.630939,validation accuracy:0.632489
epoch 7/200,training accuracy:0.634536,validation accuracy:0.635313
epoch 8/200,training accuracy:0.636860,validation accuracy:0.637520
epoch 9/200,training accuracy:0.638461,validation accuracy:0.639218
epoch 10/200,training accuracy:0.639867,validation accuracy:0.640144
epoch 11/200,training accuracy:0.640928,validation accuracy:0.640899
epoch 12/200,training accuracy:0.641644,validation accuracy:0.641491
epoch 13/200,training accuracy:0.642066,validation accuracy:0.642066
epoch 14/200,training accuracy:0.642337,validation accuracy:0.642379
epoch 15/200,training accuracy:0.642603,validation accuracy:0.642555
epoch 16/200,training accuracy:0.642818,validation accuracy:0.642633
epoch 17/200,training accuracy:0.642982,validation accuracy:0.642816
epoch 18/200,training accuracy:0.643130,validation accuracy:0.642962
epoch 19/200,training accuracy:0.643148,validation accuracy:0.643132
epoch 20/200,training accuracy:0.643313,validation accuracy:0.643195
epoch 21/200,training accuracy:0.643473,validation accuracy:0.643330
epoch 22/200,training accuracy:0.643592,validation accuracy:0.643333
epoch 23/200,training accuracy:0.643623,validation accuracy:0.643348
epoch 24/200,training accuracy:0.643674,validation accuracy:0.643320
epoch 25/200,training accuracy:0.643685,validation accuracy:0.643390
epoch 26/200,training accuracy:0.643719,validation accuracy:0.643478
epoch 27/200,training accuracy:0.643777,validation accuracy:0.643416
epoch 28/200,training accuracy:0.643778,validation accuracy:0.643541
epoch 29/200,training accuracy:0.643810,validation accuracy:0.643538
epoch 30/200,training accuracy:0.643834,validation accuracy:0.643414
epoch 31/200,training accuracy:0.643693,validation accuracy:0.643566
epoch 32/200,training accuracy:0.643930,validation accuracy:0.643604
epoch 33/200,training accuracy:0.643836,validation accuracy:0.643630
epoch 34/200,training accuracy:0.643894,validation accuracy:0.643533
epoch 35/200,training accuracy:0.643929,validation accuracy:0.643541
epoch 36/200,training accuracy:0.643878,validation accuracy:0.643402
epoch 37/200,training accuracy:0.643879,validation accuracy:0.643694
epoch 38/200,training accuracy:0.643832,validation accuracy:0.643567
epoch 39/200,training accuracy:0.643899,validation accuracy:0.643566
epoch 40/200,training accuracy:0.643893,validation accuracy:0.643708
epoch 41/200,training accuracy:0.643992,validation accuracy:0.643715
epoch 42/200,training accuracy:0.643949,validation accuracy:0.643754
epoch 43/200,training accuracy:0.643951,validation accuracy:0.643824
epoch 44/200,training accuracy:0.644017,validation accuracy:0.643683
epoch 45/200,training accuracy:0.643910,validation accuracy:0.643850
epoch 46/200,training accuracy:0.643946,validation accuracy:0.643706
epoch 47/200,training accuracy:0.643946,validation accuracy:0.643834
epoch 48/200,training accuracy:0.644064,validation accuracy:0.643850
epoch 49/200,training accuracy:0.644009,validation accuracy:0.643577
epoch 50/200,training accuracy:0.644016,validation accuracy:0.643947
epoch 51/200,training accuracy:0.643938,validation accuracy:0.643863
epoch 52/200,training accuracy:0.643897,validation accuracy:0.643767
epoch 53/200,training accuracy:0.643933,validation accuracy:0.643774
epoch 54/200,training accuracy:0.644040,validation accuracy:0.643718
epoch 55/200,training accuracy:0.644088,validation accuracy:0.643867
epoch 56/200,training accuracy:0.644110,validation accuracy:0.643834
epoch 57/200,training accuracy:0.644015,validation accuracy:0.643798
epoch 58/200,training accuracy:0.644071,validation accuracy:0.643667
epoch 59/200,training accuracy:0.643936,validation accuracy:0.643937
epoch 60/200,training accuracy:0.644037,validation accuracy:0.643690
epoch 61/200,training accuracy:0.644013,validation accuracy:0.643663
epoch 62/200,training accuracy:0.644058,validation accuracy:0.643785
epoch 63/200,training accuracy:0.643983,validation accuracy:0.643693
epoch 64/200,training accuracy:0.644073,validation accuracy:0.643632
epoch 65/200,training accuracy:0.644129,validation accuracy:0.643720
epoch 66/200,training accuracy:0.644029,validation accuracy:0.643771
epoch 67/200,training accuracy:0.644099,validation accuracy:0.643729
epoch 68/200,training accuracy:0.644136,validation accuracy:0.643754
epoch 69/200,training accuracy:0.644152,validation accuracy:0.643916
epoch 70/200,training accuracy:0.644133,validation accuracy:0.643887
epoch 71/200,training accuracy:0.644118,validation accuracy:0.643721
epoch 72/200,training accuracy:0.644123,validation accuracy:0.643774
epoch 73/200,training accuracy:0.644103,validation accuracy:0.643846
epoch 74/200,training accuracy:0.644151,validation accuracy:0.643595
epoch 75/200,training accuracy:0.644069,validation accuracy:0.643798
epoch 76/200,training accuracy:0.644178,validation accuracy:0.643804
epoch 77/200,training accuracy:0.644143,validation accuracy:0.643826
epoch 78/200,training accuracy:0.644110,validation accuracy:0.643763
epoch 79/200,training accuracy:0.644162,validation accuracy:0.643842
epoch 80/200,training accuracy:0.644093,validation accuracy:0.643985
epoch 81/200,training accuracy:0.644152,validation accuracy:0.643845
epoch 82/200,training accuracy:0.644106,validation accuracy:0.643776
epoch 83/200,training accuracy:0.644131,validation accuracy:0.643851
epoch 84/200,training accuracy:0.644237,validation accuracy:0.643878
epoch 85/200,training accuracy:0.644208,validation accuracy:0.643912
epoch 86/200,training accuracy:0.644126,validation accuracy:0.643911
epoch 87/200,training accuracy:0.644145,validation accuracy:0.643811
epoch 88/200,training accuracy:0.644253,validation accuracy:0.643990
epoch 89/200,training accuracy:0.644142,validation accuracy:0.643930
epoch 90/200,training accuracy:0.644228,validation accuracy:0.643845
epoch 91/200,training accuracy:0.644323,validation accuracy:0.643809
epoch 92/200,training accuracy:0.644267,validation accuracy:0.643934
epoch 93/200,training accuracy:0.644230,validation accuracy:0.643725
epoch 94/200,training accuracy:0.644278,validation accuracy:0.643773
epoch 95/200,training accuracy:0.644297,validation accuracy:0.643943
epoch 96/200,training accuracy:0.644300,validation accuracy:0.644132
epoch 97/200,training accuracy:0.644211,validation accuracy:0.643877
epoch 98/200,training accuracy:0.644227,validation accuracy:0.643811
epoch 99/200,training accuracy:0.644401,validation accuracy:0.643835
epoch 100/200,training accuracy:0.644330,validation accuracy:0.644025
epoch 101/200,training accuracy:0.644390,validation accuracy:0.643899
epoch 102/200,training accuracy:0.644362,validation accuracy:0.643991
epoch 103/200,training accuracy:0.644331,validation accuracy:0.643858
epoch 104/200,training accuracy:0.644342,validation accuracy:0.643879
epoch 105/200,training accuracy:0.644366,validation accuracy:0.644072
epoch 106/200,training accuracy:0.644418,validation accuracy:0.644094
epoch 107/200,training accuracy:0.644437,validation accuracy:0.643879
epoch 108/200,training accuracy:0.644441,validation accuracy:0.644146
epoch 109/200,training accuracy:0.644475,validation accuracy:0.643939
epoch 110/200,training accuracy:0.644480,validation accuracy:0.643938
epoch 111/200,training accuracy:0.644442,validation accuracy:0.643966
epoch 112/200,training accuracy:0.644453,validation accuracy:0.644238
epoch 113/200,training accuracy:0.644465,validation accuracy:0.644293
epoch 114/200,training accuracy:0.644530,validation accuracy:0.644157
epoch 115/200,training accuracy:0.644503,validation accuracy:0.644287
epoch 116/200,training accuracy:0.644475,validation accuracy:0.644199
epoch 117/200,training accuracy:0.644559,validation accuracy:0.644183
epoch 118/200,training accuracy:0.644619,validation accuracy:0.644199
epoch 119/200,training accuracy:0.644616,validation accuracy:0.644226
epoch 120/200,training accuracy:0.644654,validation accuracy:0.644290
epoch 121/200,training accuracy:0.644617,validation accuracy:0.644284
epoch 122/200,training accuracy:0.644595,validation accuracy:0.644313
epoch 123/200,training accuracy:0.644722,validation accuracy:0.644388
