epoch 0/200,training accuracy:0.525447,validation accuracy:0.540797
epoch 1/200,training accuracy:0.544192,validation accuracy:0.546490
epoch 2/200,training accuracy:0.551615,validation accuracy:0.555601
epoch 3/200,training accuracy:0.564084,validation accuracy:0.570182
epoch 4/200,training accuracy:0.579046,validation accuracy:0.585496
epoch 5/200,training accuracy:0.590721,validation accuracy:0.595259
epoch 6/200,training accuracy:0.600039,validation accuracy:0.603886
epoch 7/200,training accuracy:0.607644,validation accuracy:0.610024
epoch 8/200,training accuracy:0.613302,validation accuracy:0.614126
epoch 9/200,training accuracy:0.616838,validation accuracy:0.618056
epoch 10/200,training accuracy:0.620403,validation accuracy:0.621440
epoch 11/200,training accuracy:0.623275,validation accuracy:0.623663
epoch 12/200,training accuracy:0.624671,validation accuracy:0.625510
epoch 13/200,training accuracy:0.626736,validation accuracy:0.626592
epoch 14/200,training accuracy:0.628075,validation accuracy:0.628645
epoch 15/200,training accuracy:0.629350,validation accuracy:0.629365
epoch 16/200,training accuracy:0.630685,validation accuracy:0.630595
epoch 17/200,training accuracy:0.631641,validation accuracy:0.631541
epoch 18/200,training accuracy:0.631818,validation accuracy:0.632158
epoch 19/200,training accuracy:0.632853,validation accuracy:0.633158
epoch 20/200,training accuracy:0.633360,validation accuracy:0.633925
epoch 21/200,training accuracy:0.634060,validation accuracy:0.633596
epoch 22/200,training accuracy:0.634390,validation accuracy:0.634330
epoch 23/200,training accuracy:0.635001,validation accuracy:0.634812
epoch 24/200,training accuracy:0.635120,validation accuracy:0.635097
epoch 25/200,training accuracy:0.636136,validation accuracy:0.636175
epoch 26/200,training accuracy:0.635969,validation accuracy:0.635450
epoch 27/200,training accuracy:0.636792,validation accuracy:0.636253
epoch 28/200,training accuracy:0.635789,validation accuracy:0.636561
epoch 29/200,training accuracy:0.636691,validation accuracy:0.636790
epoch 30/200,training accuracy:0.637012,validation accuracy:0.636566
epoch 31/200,training accuracy:0.637184,validation accuracy:0.638071
epoch 32/200,training accuracy:0.637538,validation accuracy:0.637294
epoch 33/200,training accuracy:0.637728,validation accuracy:0.637897
epoch 34/200,training accuracy:0.638016,validation accuracy:0.637769
epoch 35/200,training accuracy:0.638672,validation accuracy:0.638595
epoch 36/200,training accuracy:0.638370,validation accuracy:0.638113
epoch 37/200,training accuracy:0.638313,validation accuracy:0.638334
epoch 38/200,training accuracy:0.638846,validation accuracy:0.638490
epoch 39/200,training accuracy:0.639167,validation accuracy:0.638702
epoch 40/200,training accuracy:0.639349,validation accuracy:0.638668
epoch 41/200,training accuracy:0.639247,validation accuracy:0.639040
epoch 42/200,training accuracy:0.639312,validation accuracy:0.639580
epoch 43/200,training accuracy:0.639813,validation accuracy:0.639127
epoch 44/200,training accuracy:0.639645,validation accuracy:0.639397
epoch 45/200,training accuracy:0.640223,validation accuracy:0.639394
epoch 46/200,training accuracy:0.639534,validation accuracy:0.639509
epoch 47/200,training accuracy:0.640192,validation accuracy:0.639404
epoch 48/200,training accuracy:0.639937,validation accuracy:0.639608
epoch 49/200,training accuracy:0.640328,validation accuracy:0.639558
epoch 50/200,training accuracy:0.639998,validation accuracy:0.639798
epoch 51/200,training accuracy:0.640513,validation accuracy:0.640372
epoch 52/200,training accuracy:0.640718,validation accuracy:0.639993
epoch 53/200,training accuracy:0.640668,validation accuracy:0.640473
epoch 54/200,training accuracy:0.640789,validation accuracy:0.640056
epoch 55/200,training accuracy:0.640808,validation accuracy:0.640539
epoch 56/200,training accuracy:0.641061,validation accuracy:0.640754
epoch 57/200,training accuracy:0.640903,validation accuracy:0.640601
epoch 58/200,training accuracy:0.641054,validation accuracy:0.640487
epoch 59/200,training accuracy:0.641083,validation accuracy:0.640850
epoch 60/200,training accuracy:0.641113,validation accuracy:0.640603
epoch 61/200,training accuracy:0.640782,validation accuracy:0.640958
epoch 62/200,training accuracy:0.641614,validation accuracy:0.641156
epoch 63/200,training accuracy:0.641554,validation accuracy:0.641299
epoch 64/200,training accuracy:0.641512,validation accuracy:0.640613
epoch 65/200,training accuracy:0.641954,validation accuracy:0.641707
epoch 66/200,training accuracy:0.641666,validation accuracy:0.641049
epoch 67/200,training accuracy:0.641635,validation accuracy:0.641283
epoch 68/200,training accuracy:0.641715,validation accuracy:0.641418
epoch 69/200,training accuracy:0.641935,validation accuracy:0.641380
epoch 70/200,training accuracy:0.641705,validation accuracy:0.641198
epoch 71/200,training accuracy:0.641659,validation accuracy:0.641781
epoch 72/200,training accuracy:0.642388,validation accuracy:0.641418
epoch 73/200,training accuracy:0.642161,validation accuracy:0.641666
epoch 74/200,training accuracy:0.642804,validation accuracy:0.642008
epoch 75/200,training accuracy:0.642108,validation accuracy:0.641823
epoch 76/200,training accuracy:0.641933,validation accuracy:0.641438
epoch 77/200,training accuracy:0.642475,validation accuracy:0.642158
epoch 78/200,training accuracy:0.642482,validation accuracy:0.641445
epoch 79/200,training accuracy:0.642930,validation accuracy:0.642002
epoch 80/200,training accuracy:0.642475,validation accuracy:0.642174
epoch 81/200,training accuracy:0.642762,validation accuracy:0.641754
epoch 82/200,training accuracy:0.642882,validation accuracy:0.642049
epoch 83/200,training accuracy:0.642961,validation accuracy:0.642449
epoch 84/200,training accuracy:0.643069,validation accuracy:0.642470
epoch 85/200,training accuracy:0.643021,validation accuracy:0.642253
epoch 86/200,training accuracy:0.643352,validation accuracy:0.642420
epoch 87/200,training accuracy:0.643102,validation accuracy:0.642584
epoch 88/200,training accuracy:0.643110,validation accuracy:0.642295
epoch 89/200,training accuracy:0.642900,validation accuracy:0.642839
epoch 90/200,training accuracy:0.642901,validation accuracy:0.642573
epoch 91/200,training accuracy:0.643214,validation accuracy:0.642366
epoch 92/200,training accuracy:0.643015,validation accuracy:0.642346
epoch 93/200,training accuracy:0.643272,validation accuracy:0.642900
epoch 94/200,training accuracy:0.643074,validation accuracy:0.642684
epoch 95/200,training accuracy:0.643346,validation accuracy:0.643062
epoch 96/200,training accuracy:0.643397,validation accuracy:0.642937
epoch 97/200,training accuracy:0.643720,validation accuracy:0.642786
epoch 98/200,training accuracy:0.643680,validation accuracy:0.642968
epoch 99/200,training accuracy:0.643691,validation accuracy:0.642751
epoch 100/200,training accuracy:0.643661,validation accuracy:0.642899
epoch 101/200,training accuracy:0.643693,validation accuracy:0.643035
epoch 102/200,training accuracy:0.643411,validation accuracy:0.643031
epoch 103/200,training accuracy:0.643591,validation accuracy:0.642762
epoch 104/200,training accuracy:0.643957,validation accuracy:0.643356
epoch 105/200,training accuracy:0.643662,validation accuracy:0.643330
epoch 106/200,training accuracy:0.643554,validation accuracy:0.642749
epoch 107/200,training accuracy:0.643821,validation accuracy:0.643112
epoch 108/200,training accuracy:0.643989,validation accuracy:0.643483
epoch 109/200,training accuracy:0.643822,validation accuracy:0.642780
epoch 110/200,training accuracy:0.644176,validation accuracy:0.643417
epoch 111/200,training accuracy:0.644059,validation accuracy:0.642987
epoch 112/200,training accuracy:0.644036,validation accuracy:0.643163
epoch 113/200,training accuracy:0.643975,validation accuracy:0.643353
epoch 114/200,training accuracy:0.644136,validation accuracy:0.643254
epoch 115/200,training accuracy:0.644429,validation accuracy:0.643101
epoch 116/200,training accuracy:0.644605,validation accuracy:0.643453
epoch 117/200,training accuracy:0.644208,validation accuracy:0.643582
epoch 118/200,training accuracy:0.644404,validation accuracy:0.642881
epoch 119/200,training accuracy:0.644656,validation accuracy:0.643537
epoch 120/200,training accuracy:0.644737,validation accuracy:0.643794
epoch 121/200,training accuracy:0.644964,validation accuracy:0.643753
epoch 122/200,training accuracy:0.644646,validation accuracy:0.643631
epoch 123/200,training accuracy:0.644769,validation accuracy:0.643979
epoch 124/200,training accuracy:0.644080,validation accuracy:0.643883
epoch 125/200,training accuracy:0.644589,validation accuracy:0.643393
epoch 126/200,training accuracy:0.644509,validation accuracy:0.643951
epoch 127/200,training accuracy:0.644864,validation accuracy:0.644110
epoch 128/200,training accuracy:0.644955,validation accuracy:0.643878
epoch 129/200,training accuracy:0.644877,validation accuracy:0.644111
epoch 130/200,training accuracy:0.645227,validation accuracy:0.644012
epoch 131/200,training accuracy:0.644919,validation accuracy:0.643894
