epoch 0/600,training accuracy:0.525625,validation accuracy:0.539430
epoch 1/600,training accuracy:0.540288,validation accuracy:0.539554
epoch 2/600,training accuracy:0.540507,validation accuracy:0.539812
epoch 3/600,training accuracy:0.540805,validation accuracy:0.540293
epoch 4/600,training accuracy:0.541437,validation accuracy:0.541317
epoch 5/600,training accuracy:0.543121,validation accuracy:0.544314
epoch 6/600,training accuracy:0.546511,validation accuracy:0.548873
epoch 7/600,training accuracy:0.552689,validation accuracy:0.557130
epoch 8/600,training accuracy:0.562088,validation accuracy:0.566361
epoch 9/600,training accuracy:0.572879,validation accuracy:0.579135
epoch 10/600,training accuracy:0.583907,validation accuracy:0.587939
epoch 11/600,training accuracy:0.592974,validation accuracy:0.597370
epoch 12/600,training accuracy:0.601373,validation accuracy:0.604120
epoch 13/600,training accuracy:0.606571,validation accuracy:0.608676
epoch 14/600,training accuracy:0.611957,validation accuracy:0.613602
epoch 15/600,training accuracy:0.615541,validation accuracy:0.617879
epoch 16/600,training accuracy:0.618539,validation accuracy:0.619989
epoch 17/600,training accuracy:0.621052,validation accuracy:0.621674
epoch 18/600,training accuracy:0.622581,validation accuracy:0.623590
epoch 19/600,training accuracy:0.624349,validation accuracy:0.624861
epoch 20/600,training accuracy:0.625825,validation accuracy:0.626572
epoch 21/600,training accuracy:0.626744,validation accuracy:0.627836
epoch 22/600,training accuracy:0.627448,validation accuracy:0.628435
epoch 23/600,training accuracy:0.628949,validation accuracy:0.629783
epoch 24/600,training accuracy:0.629965,validation accuracy:0.629371
epoch 25/600,training accuracy:0.630846,validation accuracy:0.631272
epoch 26/600,training accuracy:0.631152,validation accuracy:0.631595
epoch 27/600,training accuracy:0.632278,validation accuracy:0.632104
epoch 28/600,training accuracy:0.632913,validation accuracy:0.632500
epoch 29/600,training accuracy:0.632725,validation accuracy:0.633427
epoch 30/600,training accuracy:0.633301,validation accuracy:0.632590
epoch 31/600,training accuracy:0.633825,validation accuracy:0.634215
epoch 32/600,training accuracy:0.634465,validation accuracy:0.633512
epoch 33/600,training accuracy:0.634743,validation accuracy:0.634764
epoch 34/600,training accuracy:0.634771,validation accuracy:0.634810
epoch 35/600,training accuracy:0.635495,validation accuracy:0.635496
epoch 36/600,training accuracy:0.635327,validation accuracy:0.635268
epoch 37/600,training accuracy:0.635828,validation accuracy:0.635587
epoch 38/600,training accuracy:0.636546,validation accuracy:0.635752
epoch 39/600,training accuracy:0.636291,validation accuracy:0.636157
epoch 40/600,training accuracy:0.636461,validation accuracy:0.635866
epoch 41/600,training accuracy:0.636910,validation accuracy:0.637018
epoch 42/600,training accuracy:0.637036,validation accuracy:0.636559
