epoch 0/200,training accuracy:0.540063,validation accuracy:0.540118
epoch 1/200,training accuracy:0.542203,validation accuracy:0.543552
epoch 2/200,training accuracy:0.550897,validation accuracy:0.559179
epoch 3/200,training accuracy:0.573773,validation accuracy:0.588104
epoch 4/200,training accuracy:0.599830,validation accuracy:0.608492
epoch 5/200,training accuracy:0.616888,validation accuracy:0.622876
epoch 6/200,training accuracy:0.626555,validation accuracy:0.629559
epoch 7/200,training accuracy:0.631542,validation accuracy:0.633602
epoch 8/200,training accuracy:0.634575,validation accuracy:0.636117
epoch 9/200,training accuracy:0.636907,validation accuracy:0.637888
epoch 10/200,training accuracy:0.638457,validation accuracy:0.639133
epoch 11/200,training accuracy:0.639553,validation accuracy:0.640236
epoch 12/200,training accuracy:0.640613,validation accuracy:0.640876
epoch 13/200,training accuracy:0.641262,validation accuracy:0.641528
epoch 14/200,training accuracy:0.641723,validation accuracy:0.642076
epoch 15/200,training accuracy:0.642148,validation accuracy:0.642437
epoch 16/200,training accuracy:0.642505,validation accuracy:0.642512
epoch 17/200,training accuracy:0.642858,validation accuracy:0.642747
epoch 18/200,training accuracy:0.643210,validation accuracy:0.642833
epoch 19/200,training accuracy:0.643265,validation accuracy:0.642927
epoch 20/200,training accuracy:0.643313,validation accuracy:0.643035
epoch 21/200,training accuracy:0.643466,validation accuracy:0.643133
epoch 22/200,training accuracy:0.643607,validation accuracy:0.643324
epoch 23/200,training accuracy:0.643767,validation accuracy:0.643313
epoch 24/200,training accuracy:0.643774,validation accuracy:0.643509
epoch 25/200,training accuracy:0.643827,validation accuracy:0.643475
epoch 26/200,training accuracy:0.643890,validation accuracy:0.643522
epoch 27/200,training accuracy:0.643987,validation accuracy:0.643588
epoch 28/200,training accuracy:0.644095,validation accuracy:0.643631
epoch 29/200,training accuracy:0.644146,validation accuracy:0.643627
epoch 30/200,training accuracy:0.644124,validation accuracy:0.643728
epoch 31/200,training accuracy:0.644115,validation accuracy:0.643681
epoch 32/200,training accuracy:0.644153,validation accuracy:0.643796
epoch 33/200,training accuracy:0.644178,validation accuracy:0.643875
epoch 34/200,training accuracy:0.644264,validation accuracy:0.643874
epoch 35/200,training accuracy:0.644332,validation accuracy:0.643805
epoch 36/200,training accuracy:0.644314,validation accuracy:0.644031
epoch 37/200,training accuracy:0.644303,validation accuracy:0.644025
epoch 38/200,training accuracy:0.644440,validation accuracy:0.644058
epoch 39/200,training accuracy:0.644404,validation accuracy:0.644034
epoch 40/200,training accuracy:0.644406,validation accuracy:0.644170
epoch 41/200,training accuracy:0.644439,validation accuracy:0.643986
epoch 42/200,training accuracy:0.644414,validation accuracy:0.644102
epoch 43/200,training accuracy:0.644532,validation accuracy:0.644207
epoch 44/200,training accuracy:0.644561,validation accuracy:0.644155
epoch 45/200,training accuracy:0.644541,validation accuracy:0.644224
epoch 46/200,training accuracy:0.644606,validation accuracy:0.644247
epoch 47/200,training accuracy:0.644650,validation accuracy:0.644262
epoch 48/200,training accuracy:0.644656,validation accuracy:0.644262
epoch 49/200,training accuracy:0.644660,validation accuracy:0.644275
epoch 50/200,training accuracy:0.644697,validation accuracy:0.644279
epoch 51/200,training accuracy:0.644742,validation accuracy:0.644365
epoch 52/200,training accuracy:0.644857,validation accuracy:0.644373
epoch 53/200,training accuracy:0.644814,validation accuracy:0.644369
epoch 54/200,training accuracy:0.644803,validation accuracy:0.644409
epoch 55/200,training accuracy:0.644881,validation accuracy:0.644447
epoch 56/200,training accuracy:0.644957,validation accuracy:0.644520
epoch 57/200,training accuracy:0.644994,validation accuracy:0.644475
epoch 58/200,training accuracy:0.645043,validation accuracy:0.644458
epoch 59/200,training accuracy:0.645047,validation accuracy:0.644511
epoch 60/200,training accuracy:0.645128,validation accuracy:0.644549
epoch 61/200,training accuracy:0.645107,validation accuracy:0.644570
epoch 62/200,training accuracy:0.645059,validation accuracy:0.644683
epoch 63/200,training accuracy:0.645194,validation accuracy:0.644562
epoch 64/200,training accuracy:0.645142,validation accuracy:0.644688
epoch 65/200,training accuracy:0.645307,validation accuracy:0.644736
epoch 66/200,training accuracy:0.645237,validation accuracy:0.644744
epoch 67/200,training accuracy:0.645179,validation accuracy:0.644834
epoch 68/200,training accuracy:0.645410,validation accuracy:0.644874
epoch 69/200,training accuracy:0.645344,validation accuracy:0.644794
epoch 70/200,training accuracy:0.645393,validation accuracy:0.644935
epoch 71/200,training accuracy:0.645344,validation accuracy:0.644963
epoch 72/200,training accuracy:0.645408,validation accuracy:0.644929
epoch 73/200,training accuracy:0.645461,validation accuracy:0.644945
epoch 74/200,training accuracy:0.645479,validation accuracy:0.644953
epoch 75/200,training accuracy:0.645645,validation accuracy:0.645016
epoch 76/200,training accuracy:0.645530,validation accuracy:0.645081
epoch 77/200,training accuracy:0.645581,validation accuracy:0.645015
epoch 78/200,training accuracy:0.645608,validation accuracy:0.645123
epoch 79/200,training accuracy:0.645700,validation accuracy:0.644978
epoch 80/200,training accuracy:0.645706,validation accuracy:0.645199
epoch 81/200,training accuracy:0.645716,validation accuracy:0.645192
epoch 82/200,training accuracy:0.645747,validation accuracy:0.645261
epoch 83/200,training accuracy:0.645822,validation accuracy:0.645149
epoch 84/200,training accuracy:0.645829,validation accuracy:0.645246
epoch 85/200,training accuracy:0.645881,validation accuracy:0.645287
epoch 86/200,training accuracy:0.645889,validation accuracy:0.645294
